Word,Pron
cheeping,"tS""ip.IN"
cheeps,"tS""ips"
CHEERE,NULL
cheerier,"tS""Ir.i@`"
cheeriest,"tS""Ir.i.Ist"
cheerily,"tS""Ir.@.li"
cheeriness,"tS""Ir.i.n@s"
cheerlessly,"tS""Ir.l@s.li"
cheerlessness,"tS""Ir.l@s.n@s"
cheesecakes,"tS""iz.k%eks"
cheeseparing,"tS""iz.p%Er.IN"
cheeses,"tS""iz.@z"
cheetahs,"tS""i.4@z"
CHEETAL,"tS""it@l"
chefs,"S""Efs"
CHEHEL,NULL
CHEKHOV,"""tSEkOf"
CHELAS,"tS""e.l%As"
CHELMNO,"""xElmnO"
chem,"k""Em"
CHEMISCHE,"tS""e.m%Is.tS%e"
chemises,"S@.m""iz.@z"
CHEMISTRIES,"k""Em%Ist.r%aIz"
CHEN,"tS""En"
CHENG,"tS""EN"
CHENNAULT'S,NULL
CHENOWETH,"""tS@nowIT"
cheque,"tS""Ek"
chequebook,"tS""Ek.b%Uk"
chequebooks,"tS""Ek.b%Uks"
chequer,"tS""Ek.@`"
chequered,"tS""Ek.@`d"
chequering,"tS""Ek.@`.IN"
chequers,"tS""Ek.@`z"
cheques,"tS""Eks"
cherishes,"tS""E.rIS.@z"
CHERKASOV,NULL
CHERNISHEV,NULL
cheroot,"S@`.r""ut"
cheroots,"S@`.r""uts"
cherubic,"tS@`.r""ub.Ik"
cherubs,"tS""E.r@bz"
chervil,"""tS3`vIl"
cherubically,"tS@`.r""ub.Ik.li"
CHERWELL,"""SEr.%wEl"
CHES,"tS""Es"
CHESLY,"tS""e.sl%aI"
chessboards,"tS""Es.b%Ordz"
chessman,"tS""Es.m%an"
chessmen,"tS""Es.m%En"
CHESTER,"tS""E.st@`"
chesterfield,"tS""E.st@`.f%ild"
chesterfields,"tS""E.st@`.f%ildz"
CHESTERTON,"tS""E.st@`.4@n"
chestier,"tS""Est.i.@`"
chestiest,"tS""Est.i.Ist"
chestily,"tS""Est.i.li"
chevalier,"S%E.v@.l""Ir"
chevaliers,"S%E.v@.l""Irz"
CHEVAUX,"tS""e.v%Oks"
chevrons,"S""Ev.r@nz"
chews,"tS""uz"
CHIANG,"tSaI.""aN"
CHIAROMONTE,"ki""Aro.m%Anti"
chieftainship,"tS""if.t@n.S%Ip"
chiaroscuro,"ki.%A.r@.sk""U.ro"
chiaroscuros,"ki.%A.r@.sk""U.roz"
CHIBA,"tS""i.b@"
CHICAGOANS,"S@k""Ag%o@nz"
chicane,"SI.k""en"
chicaned,"SI.k""end"
chicaneries,"SI.k""en.@`.riz"
chicanes,"SI.k""enz"
chicaning,"SI.k""en.IN"
Chicanos,"tSIk""Anoz"
chichi,"""Si""Si"
CHICKASAWS,"tS""Ik@s%Oz"
chickenheartedness,"""tSIk@n.""hArtIdnEs"
chickpeas,"tS""Ik.p%iz"
chicle,"""tSIk@l"
chicly,"S""ik.li"
CHICO,"""tSiko"
chid,"""tSId"
chidden,"""tSId.%dEn"
chides,"tS""aIdz"
chieftaincies,"tS""if.t@n.siz"
chieftaincy,"tS""if.t@n.si"
chieftainships,"tS""if.t@n.S%Ips"
chieftancies,"""tSif.%tan.%saIz"
chieftancy,NULL
CHIEN,"tS""En"
CHIETI,NULL
chiffonier,"%SIf@""nir"
chiffoniers,"%SIf@""nirz"
chignon,"S""i.njAn"
chignons,"S""i.njAnz"
chigoe,"""tSIgo"
chigoes,"""tSIgoz"
chihuahuas,"tSI.w""A.wAz"
chilblain,"tS""Il.blen"
chilblained,"tS""Il.blend"
chilblains,"tS""Il.blenz"
CHILDE,"tS""aIld"
childhoods,"tS""aIld.hUdz"
Chilean,"tS""I.li@n"
Chileans,"tS""I.li@nz"
chiller,"tS""Il.@`"
chillers,"tS""Il.@`z"
chilli,"tS""I.li"
chillies,"tS""Iliz"
chilliest,"tS""Il.i.Ist"
chilliness,"tS""Il.i.n@s"
chimed,"tS""aImd"
chimeras,"kaI.m""I.r@z"
chimeric,"kaI.m""E.rIk"
chimerical,"kaI.m""E.rIk.@l"
chimerically,"kaI.m""E.rIk.li"
chiming,"tS""aIm.IN"
CHIMIQUES,NULL
chimneybreast,"tS""Im.ni.br%Est"
chimneybreasts,"tS""Im.ni.br%Ests"
chimneypieces,"tS""Im.ni.p%is.@z"
chimneypot,"tS""Im.ni.p%At"
chimneypots,"tS""Im.ni.p%Ats"
chimneystacks,"tS""Im.ni.st%aks"
chimneysweeper,"tS""Im.ni.sw%ip.@`"
chimneysweepers,"tS""Im.ni.sw%ip.@`z"
chimneysweeps,"tS""Im.ni.sw%ips"
chimpanzees,"tS%Im.pan.z""iz"
chimps,"tS""Imps"
Chinatowns,"tS""aI.n@.t%aUnz"
chinchillas,"tSIn.tS""I.l@z"
chine,"S""in"
CHING,"tS""IN"
chink,"tS""INk"
chinking,"tS""INk.IN"
Chinks,"tS""INks"
CHINNING,"tS""In.IN"
chinooks,"tS%In""Uks"
chinstraps,"tS""In.str%aps"
chintz,"tS""Ints"
chinwag,"tS""In.w%ag"
CHION,NULL
chipboard,"tS""Ip.b%Ord"
chipmunks,"tS""Ip.mVNks"
chippies,"tS""Ip.iz"
chippings,"tS""Ip.INz"
chippy,"tS""Ip.i"
chiromancy,"""kaIr@%mansi"
chiropodist,"k@.r""A.p@.4Ist"
chiropodists,"k@.r""A.p@.4Ists"
chiropody,"k@.r""A.p@.4i"
chiropractors,"k""aI.r@.pr%ak.t@`z"
chiropractic,"k%aI.r@.pr""ak.tIk"
chirpier,"tS""3`p.i.@`"
chirpiest,"""tS3`piIst"
chirpily,"tS""3`p.@.li"
chirpiness,"tS""3`p.i.n@s"
chirps,"tS""3`ps"
chirpy,"tS""3`p.i"
chirrup,"tS""I.r@p"
chirruped,"tS""I.r@pt"
chirruping,"tS""I.r@p.IN"
chirrups,"tS""I.r@ps"
chis,"k""aIz"
chiselled,"tS""I.zl=d"
chiseller,"tS""I.zl=.@`"
chisellers,"tS""I.zl=.@`z"
chiselling,"tS""I.zl=.IN"
CHISHOLM,"tS""I.zm="
chits,"tS""Its"
CHIUCHOW,"tS""u.tS%aU"
choiceness,"tS""OIs.n@s"
choicer,"tS""OIs.@`"
choirboys,"kw""aIr.b%OIz"
chivalrously,"S""I.vl=.r@s.li"
chivied,"""tSIvid"
chivies,"""tSIviz"
chivy,"""tSIvi"
chivying,"""tSIviIN"
chloric,"""klorIk"
chlorinated,"kl""O.rIn.%e4.@d"
chlorinates,"kl""O.rIn.ets"
chlorinating,"kl""O.rIn.%e4.IN"
chlorination,"kl%O.rIn.""e.Sn="
chloroformed,"kl""O.r@.fOrmd"
chloroforming,"kl""O.r@.f%Orm.IN"
chloroforms,"kl""O.r@.fOrmz"
CHLOROTHIAZIDE,"%klor@""TaI@%zaId"
CHLORPROMAZINE,"klor""prAm@%zin"
CHLORTETRACYCLINE,"klor%tEtr@""saIklaIn"
choc,"""tSAk"
chocked,"tS""Akt"
chocking,"tS""Ak.IN"
chocolates,"tS""O.kl@ts"
chocs,"""tSAks"
choicely,"tS""OIs.li"
choirmasters,"kw""aIr.m%a.st@`z"
choirs,"kw""aIrz"
chokers,"tS""ok.@`z"
chokes,"tS""oks"
choky,"tS""ok.i"
CHOLE,NULL
CHOLELITHIASIS,"%kol@lI""TaI@sIs"
choler,"k""A.l@`"
cholerically,"k""A.l@`.rIk.%a.laI"
CHOLINESTERASE,"k%o.lI.n""E.st@`.rez"
chomped,"tS""Ampt"
chomping,"tS""Amp.IN"
chomps,"tS""Amps"
choosier,"tS""uz.i@`"
choosiest,"tS""uz.i.Ist"
chophouses,"""tSAp%haUs@z"
CHOPIN,"S""o.pan"
CHOPIN'S,"S""o.panz"
choppers,"tS""Ap.@`z"
choppier,"tS""Ap.i@`"
choppiest,"tS""Ap.i.Ist"
choppiness,"tS""Ap.i.n@s"
chopsticks,"tS""Ap.st%Iks"
chorales,"k@`.r""alz"
chorines,"""korInz"
CHORING,"tS""o.r%IN"
chorister,"k""O.rI.st@`"
choristers,"k""O.rI.st@`z"
chortles,"tS""Or.4l=z"
chorusing,"k""O.r@s.IN"
CHOU,"""dZo"
CHOUISE,"tS""u%aIz"
CHOUSIN,"""dZo.%sIn"
chows,"tS""aUz"
CHRIS,"kr""Is"
CHRISSAKE,"""krIs.%sek"
christenings,"kr""Is.n=.INz"
christens,"kr""Is.n=z"
CHRISTI,"kr""I.sti"
CHRISTIANA,"kr%I.sti.""a.n@"
CHRISTIANSEN,"kr""I.sti@n.sn="
CHRISTIE,"kr""I.sti"
Christmases,"kr""Is.m@s.@z"
Christmastide,"""krIsm@s%taId"
Christmastime,"kr""Is.m@s.t%aIm"
CHRISTSAKE,"""kraIst.%sek"
CHRISTY,"kr""I.sti"
chromatically,"kro.m""a.4Ik.li"
CHROMATOGRAPHIC,"kr%o.m@.4@.gr""a.fIk"
chromosomes,"kr""o.m@.somz"
CHROMSPUN,NULL
cartwheeling,"k""Art.hw%il.IN"
CARTY,"k""Arti"
CARUSO,"k@`.r""u.so"
CARVALHO,"kArv""Alho"
CARVEN,"""kArv@n"
carvers,"k""Arv.@`z"
carves,"k""Arvz"
CARVEY,"k""Arvi"
CARWOOD,"k""Ar.w%Ud"
CARWOOD'S,"k""Ar.w%Udz"
caryatid,"k%a.ri.""a.4Id"
CARYATIDES,"k%a.ri.""a.4@.4iz"
caryatids,"k%a.ri.""a.4Idz"
CASALS,"k@""salz"
CASASSA,"kAs""As@"
CASBAH,"k""az.bA"
CASCA,NULL
cascara,"kas""kEr@"
casebooks,"k""es.b%Uks"
casein,"k""e.sin"
casements,"k""es.m@nts"
caseous,"""kesi@s"
CASEY,"k""e.si"
CASEY'S,"k""e.siz"
cashes,"k""aS.@z"
cashiered,"kaS""Ird"
cashiering,"kaS.""Ir.IN"
cashiers,"kaS.""Irz"
cashing,"k""aS.IN"
casings,"k""es.INz"
casinos,"k@.s""i.noz"
casque,"""kask"
casques,"""kasks"
cassava,"k@.s""A.v@"
casseroles,"k""a.s@`.rolz"
cassettes,"k@.s""Ets"
CASSITE,"""kasaIt"
CASSIUS,"k""a.S@s"
cassocks,"k""a.s@ks"
cassowaries,"k""a.s@.w%E.riz"
cassowary,"k""a.s@.w%E.ri"
CASTANEDA,"kAstAn""Ed@"
castaways,"k""ast.@.w%ez"
castellated,"""kas%tl=etId"
castes,"k""asts"
castigating,"k""a.st@.g%e4.IN"
castigations,"k%a.st@.g""e.Sn=z"
CASTILLO,"ka.st""i.o"
castings,"k""ast.INz"
castled,"k""a.sl=d"
castling,"k""a.sl=.IN"
castoffs,"k""ast.%Ofs"
CASTORBEAN,"""kast@`.bin"
CASTORBEANS,"k""a.st@`.b%inz"
castrated,"k""a.stre4.@d"
castrates,"k""a.strets"
castrating,"k""a.stre4.IN"
castrations,"ka.str""e.Sn=z"
CASTROS,"k""ast.r%Az"
casualness,"k""a.Zu@l.n@s"
casuist,"k""a.Zu.Ist"
casuistic,"k%a.Zu.""Ist.Ik"
casuistical,"k%a.Zu.""Ist.Ik.l="
casuistically,"k%a.Zu.""Ist.Ik.l=.li"
casuistries,"k""a.Zu.I.striz"
casuistry,"k""a.Zu.I.stri"
casuists,"k""a.Zu.Ists"
cataclysms,"k""a.4@.kl%I.zm=z"
catacombs,"k""a.4@.komz"
catafalque,"""kat@%falk"
catafalques,"""kat@%falks"
Catalan,"k""a.4@.l@n"
cataleptic,"k%a.4@.l""Ep.tIk"
cataleptics,"""kat.a%lEp.%tIks"
catalogue,"k""a.4@.lOg"
catalogued,"k""a.4@.lOgd"
catalogues,"k""a.4@.lOgz"
cataloguing,"k""a.4@.l%Og.IN"
Catalonia,"k%a.4@.l""o.nj@"
catalpa,"k@.t""al.p@"
catalpas,"k@.t""al.p@z"
catamarans,"k%a.4@.m@`.r""anz"
cataracts,"k""a.4@`.rakts"
catarrh,"k@.t""Ar"
catarrhal,NULL
catatonia,"k%a.4@.t""o.ni@"
catatonias,"k%a.4@.t""o.ni@z"
catatonics,"k%a.4@.t""A.nIks"
catcalled,"k""at.k%Old"
catcalling,"k""at.k%Ol.IN"
catcalls,"k""at.k%Olz"
CATCHEE,"k""at.tS%i"
catchier,"k""atS.i@`"
catchiest,"k""atS.i.Ist"
catchily,"k""atS.i.li"
catchment,"k""atS.m@nt"
catchments,"k""atS.m@nts"
catchpenny,"""katS%pEni"
catchphrases,"k""atS.fr%ez.@z"
CATE'S,"k""at.%iz"
catechisms,"k""a.4@.k%I.zm=z"
catechist,"k""a.4@.kIst"
catechists,"k""a.4@.kIsts"
catechized,"k""a.4@.kaIzd"
catechizes,"k""a.4@.k%aIz.@z"
catechizing,"k""a.4@.k%aIz.IN"
CATECHOLAMINES,"""kat%Eko.%lam%aInEs"
categorizes,"k""a.4I.g@`.r%aIz.@z"
caterers,"k""e.4@`.@`z"
caters,"k""e.4@`z"
caterwaul,"k""a.4@`.wOl"
caterwauled,"k""a.4@`.wOld"
caterwauling,"k""a.4@`.w%Ol.IN"
caterwauls,"k""a.4@`.wOlz"
catfishes,"k""at.f%IS.@z"
catharses,"k@.T""Ar.siz"
cathartics,"k@""TArtIks"
CATHERWOOD,"k""a.T@`.wUd"
catheters,"k""a.T@.4@`z"
cathodes,"k""a.Todz"
CATHODOLUMINESCENT,"k""at.h%odo.l%um@n%Es@nt"
CATHODOPHORETIC,NULL
CATHY'S,"k""a.Tiz"
CATINARI,NULL
catkin,"k""at.kIn"
catholicity,"k%a.T@.l""Is.@.4i"
catkins,"k""at.kInz"
catnaps,"k""at.n%aps"
CATON'S,"k""eto%Enz"
CATSKILL,"k""at.skIl"
CATSKILLS,"k""at.skIlz"
catsups,"k""at.s@ps"
CATT,"""kat"
CATTALOE,"""kat%alo"
cattier,"k""a4.i@`"
cattiest,"k""a4.i.Ist"
cattily,"k""a4.@.li"
cattiness,"k""a4.i.n@s"
cattish,"k""a4.IS"
catwalks,"k""at.w%Oks"
Caucasians,"kO.k""e.Zn=z"
caucused,"k""O.k@st"
caudally,"""kOdl=li"
CAUFFMAN,"k""Ofm@n"
caul,"k""Ol"
cauldrons,"k""Ol.dr@nz"
cauliflowers,"k""A.lI.fl%aUrz"
cauls,"k""Olz"
causatively,"k""Oz.@.4Iv.li"
causatives,"""kOz@tIvz"
causeless,"k""Oz.l@s"
causelessly,"k""Oz.l@s.li"
causerie,"k%o.z@`.r""i"
causeries,"k%o.z@`.r""iz"
causeways,"k""Oz.w%ez"
caustical,NULL
caustically,"k""O.stIk.li"
caustics,"""kOstIks"
cauteries,"""kOt@`iz"
cauterized,"k""O.4@`.raIzd"
cauterizes,"k""O.4@`.r%aIz.@z"
cauterizing,"k""O.4@`.r%aIz.IN"
cautioning,"k""O.Sn=.IN"
cautiousness,"k""O.S@s.n@s"
CAV,NULL
CAV'S,NULL
CAVALIERE,"kAvAl""Iri"
cavalierly,"k%a.v@.l""Ir.li"
cavaliers,"k%a.v@.l""Irz"
CAVALLINIS,NULL
CAVANAGH,"k""a.v@.n@"
caveats,"k""e.vi.ats"
cavernously,"k""a.v@`n.@s.li"
cavil,"k""a.vl="
cavilled,"k""a.vl=d"
caviller,"k""a.vl=.@`"
cavillers,"k""a.vl=.@`z"
cavilling,"k""a.vl=.IN"
cavils,"k""a.vl=z"
CAVIN,"k""av%In"
cavorted,"k@.v""Or4.@d"
cavorting,"k@.v""Or4.IN"
cavorts,"k@.v""Orts"
caw,"k""O"
cawed,"k""Od"
cawing,"k""O.IN"
caws,"k""Oz"
CEARTAINE,NULL
cedars,"s""i.4@`z"
ceded,"s""i4.@d"
cedes,"s""idz"
cedilla,"s@.d""I.l@"
cedillas,"s@.d""I.l@z"
ceding,"s""i4.IN"
CEDRIC,"s""E.drIk"
CEDVET,NULL
CEECEE,NULL
CEIL,"s""il"
celandine,"s""E.l@n.daIn"
celandines,"s""E.l@n.daInz"
CELEBES,"s""E.lI.biz"
CELIA,"s""i.lj@"
CELIAC,"""sili%ak"
celibate,"s""E.l@.b@t"
celibates,"s""E.l@.b@ts"
CELIE,"s""Eli"
CELIE'S,NULL
cellarage,"s""E.l@`.IdZ"
cellarages,"s""E.l@`.IdZ.@z"
cellists,"tS""E.lIsts"
cellos,"tS""E.loz"
CELLULOSES,NULL
CELSO,"s""Elso"
Celts,"k""Elts"
CEMAL,"dZE""mAl"
cementing,"s@.m""En4.IN"
cements,"s@.m""Ents"
cemeteries,"s""E.m@.t%E.riz"
CENNINI,NULL
CENNINO,NULL
cenotaph,"s""E.n@.taf"
cenotaphs,"s""E.n@.tafs"
cense,"s""Ens"
censed,"s""Enst"
censer,"""sEns@`"
censers,"""sEns@`z"
censes,"s""Ens.@z"
censing,"s""Ens.IN"
censoring,"s""En.s@`.IN"
censorious,"sEn.s""Or.i@s"
censoriously,"sEn.s""Or.i@s.li"
censoriousness,"sEn.s""Or.i@s.n@s"
censuring,"s""En.Sr.IN"
centaurs,"s""En.tOrz"
centavo,"sEn""tAvo"
centavos,"sEnt""Av%os"
centenarians,"s%En.tn=.""E.ri@nz"
centenarian,"s%En.tn=.""E.ri@n"
centenaries,"s""En.tn=.%E.riz"
centennially,"sEn""tEni@lli"
centennials,"sEn.t""E.ni@lz"
centigrades,"""sEnt@%gredz"
centigrams,"s""En.4@.gr%amz"
centime,"s""An.4im"
centimes,"s""An.4im"
centimetre,"s""En.4@.m%i.4@`"
centimetres,"s""En.4@.m%i.4@`z"
centipedes,"s""En.4I.pidz"
CENTRAL'S,"s""En.tr@lz"
CENTRALE,"sEntr""Al"
CENTRALIA,"sEn""trelj@"
centralizations,"s%En.tr@l.@z.""e.Sn=z"
centralizes,"s""En.tr@l.%aIz.@z"
centrals,"s""En.tr@lz"
centre,"s""En.4@`"
centreboard,"""sEnt@`%bord"
centreboards,"""sEnt@`%bordz"
centred,"s""En.4@`d"
CENTREDALE,"s""En.4@`.d%el"
centrepiece,"s""En.4@`.p%is"
centrepieces,"s""En.4@`.p%is.@z"
centres,"s""En.4@`z"
centrifuges,"s""En.tr@.fj%udZ.@z"
centring,"s""En.4@`.IN"
centrist,"s""En.trIst"
centrists,"s""En.trIsts"
CENTUM,"s""En.4@m"
centurions,"sEn.tS""U.ri@nz"
cephalic,"s@.f""a.lIk"
CEPHEUS,"""sifi@s"
CEPT,NULL
CEPTIN,"s""Ep.t%In"
cerebellums,"s%E.r@.b""E.l@mz"
cerebrally,"s""E.r@.br@l.i"
cerebrates,"s""E.r@.brets"
cerebrating,"s""E.r@.bret.IN"
cerebrums,"s@`.r""i.br@mz"
ceremonials,"s%E.r@.m""o.ni@lz"
cerise,"s@`.r""is"
cerebration,"s%E.r@.br""e.Sn="
ceremonious,"s%E.r@.m""o.ni@s"
ceremoniousness,"s%E.r@.m""o.ni@s.n@s"
cerises,"s@""ris@z"
cert,"s""3`t"
certainties,"s""3`.tn=.tiz"
certificated,"s@`.t""I.fI.k%e4.@d"
certificating,"s@`.t""I.fI.k%e4.IN"
certifications,"s%3`.4@.f@.k""e.Sn=z"
CERTIORARI,"s%3`.Si@`.r""E.ri"
CERTITUDES,"s""3`.4@.tudz"
certs,"s""3`ts"
cerulean,"s@`.r""u.li@n"
CERV,NULL
CERVANTES,"s3`.v""an.4iz"
CERVELAT,"""s3`v@%lat"
CERVETTO,NULL
cervices,"s@`""vaIsiz"
cervixes,"s""3`.vIks.@z"
CESARE,"""tSEzARE"
cessions,"s""E.Sn=z"
cesspits,"s""Es.p%Its"
cesspools,"s""Es.p%ulz"
CESTRE,NULL
cetacean,"sI.t""e.Sn="
cetaceans,"sI.t""e.Sn=z"
CETERA,"s""E.4@`.r@"
CETERAS,NULL
CEYLON,"sI.l""An"
CEZANNE,"se.z""An"
CEZANNE'S,"s%Ez""anz"
CEZANNES,NULL
CH'AN,"""tSAn"
CH'IN,"""tSIn"
CHABRIER,"""SAbri%e"
CHABRIER'S,"tS""A.br%i%Arz"
chaconne,"Sa.k""An"
chaconnes,"Sa.k""Anz"
Chadian,"tS""edi@n"
Chadians,"tS""edi@nz"
CHADROE,"""tSad.%ro"
CHADWICK,"tS""ad.wIk"
chafed,"tS""eft"
chafer,"""tSef@`"
chafers,"""tSef@`z"
chafes,"tS""efs"
chaff,"tS""af"
chaffed,"tS""aft"
CHAFFEY,NULL
chaffinch,"tS""a.fIntS"
chaffinches,"tS""a.fIntS.@z"
chaffs,"tS""afs"
chagrined,"S@.gr""Ind"
chagrining,"tS""A.gr%aInIN"
chagrins,"S@.gr""Inz"
CHAHAR,"""tSA""hAR"
CHAIKOFF,"tS""aI.k%Of"
chained,"tS""end"
chaining,"tS""en.IN"
chaired,"tS""Erd"
chairpersons,"tS""Er.p%3`.sn=z"
chairwomen,"tS""Er.w%I.mIn"
chaises,"S""ez.@z"
chalets,"S""a.lez"
chalices,"tS""a.lIs.@z"
CHALIDALE,"""tSA.%lId%el"
chalkier,"tS""Ok.i@`"
chalkiest,"tS""Ok.i.Ist"
chalkiness,"tS""Ok.i.n@s"
chalking,"tS""Ok.IN"
chalkpit,"tS""Ok.p%It"
chalkpits,"tS""Ok.p%Its"
chalks,"tS""Oks"
challengers,"tS""a.l@ndZ.@`z"
challengingly,"tS""a.l@ndZ.IN.li"
CHALMERS,"tS""A.m@`z"
chamberlains,"tS""em.b@`.lInz"
chamberpots,"tS""em.b@`.p%Ats"
CHAMBRE,"""SAmbre"
CHAMBRE'S,NULL
chameleons,"k@.m""i.li@nz"
CHAMFER,"tS""am.f@`"
chammies,"""Samiz"
chammy,"""Sami"
champaigns,"Sam.p""enz"
CHAMPASSAK,"tS""am.p%Az.s%ak"
champed,"tS""ampt"
champers,"""Samp@z"
champing,"tS""amp.IN"
championed,"tS""am.pi@nd"
championing,"tS""am.pi@n.IN"
CHAMPLAIN,"Sam""plen"
chancelleries,"tS""an.sl=.@`.riz"
chancellors,"tS""an.sl=.@`z"
CHANCELLORSVILLE,"""tSans@l@`z%vIl"
chancels,"tS""an.sl=z"
chancery,"tS""an.s@`.ri"
chancier,"tS""ans.i.@`"
chanciest,"tS""ans.i.Ist"
chanciness,NULL
chancing,"tS""ans.IN"
CHANDELLE,"San""dEl"
chandler,"tS""and.l@`"
CHANDLER'S,"tS""and.l@`z"
chandlers,"tS""and.l@`z"
changeability,"tS%endZ.@.b""Il.@.4i"
changeableness,"tS""endZ.@.bl=.n@s"
changeably,"tS""endZ.@.bli"
changeful,"tS""endZ.fl="
changeless,"tS""endZ.l@s"
changelessly,"""tSendZlIsli"
changelings,"tS""endZ.lINz"
channelled,"tS""a.nl=d"
channelling,"tS""a.nl=.IN"
CHANNING,"""tSanIN"
CHANNING'S,NULL
CHANSONS,"SAn.s""Onz"
calms,"k""Amz"
calomel,"""kal@%mEl"
calorific,"k%a.l@`.r""I.fIk"
CALTECH,"k""al.t%Ek"
CALTECH'S,"k""al.t%Eks"
CALUDE,"k""al%ud"
calumniate,"k@.l""Vm.ni.et"
calumniated,"k@.l""Vm.ni.%e4.@d"
calumniates,"k@.l""Vm.ni.ets"
calumniating,"k@.l""Vm.ni.%e4.IN"
calumnies,"k""a.l@m.niz"
calumny,"k""a.l@m.ni"
calvaries,"k""alv@`iz"
calved,"k""avd"
Calvinists,"k""al.vn=.Ists"
calyces,"""kalI%siz"
calypsos,"k@.l""Ip.soz"
calyx,"k""e.lIks"
CAMARET,NULL
cambered,"k""am.b@`d"
cambering,"k""am.b@`.IN"
cambers,"k""am.b@`z"
Cambodians,"kam.b""o.4i@nz"
CAMBRIDGEPORT,"k""embr%IdZp%Ort"
CAMDEN,"k""am.d@n"
camellia,"k@.m""i.lj@"
camellias,"k@.m""i.lj@z"
Camembert,"k""a.m@m.bEr"
Camemberts,"k""a.m@m.bErz"
CAMERON,"k""a.m@`.r@n"
Cameroon,"k%a.m@.r""un"
Cameroonian,"%kam@""run%i@n"
Cameroonians,"%kam@""run%i@nz"
CAMI,NULL
CAMILLA,"k@.m""I.l@"
CAMILLE,"k@.m""il"
CAMILO,"k@""milo"
camion,"""kami@n"
camions,"""kami@nz"
camisoles,"k""a.mI.solz"
camouflages,"k""a.m@.flAZ.@z"
camouflaging,"k""a.m@.fl%AZ.IN"
CAMPAGNA,"kam""pAnj@"
CAMPAGNOLI,NULL
CAMPAIGNE,NULL
campaigner,"kam.p""en.@`"
campanile,"k%am.p@.n""i.li"
campaniles,"k%am.p@.n""i.liz"
campanologist,"k%am.p@.n""A.l@.dZIst"
campanologists,"k%am.p@.n""A.l@.dZIsts"
campanology,"k%am.p@.n""A.l@.dZi"
campanula,"kam""panj@l@"
campanulas,"kam""panj@l@z"
CAMPBELL,"k""am.bl="
campfires,"k""amp.f%aIrz"
camphorate,"""kamf@%ret"
camphorated,"""kamf@%ret@d"
camphorates,"""kamf@%rets"
camphorating,"""kamf@%retIN"
campion,"k""am.pi@n"
campions,"k""am.pi@nz"
CAMPITELLI,"""kam.%pIt%Eli"
CAMPO,"""kampo"
CAMPOBELLO,"%kampo""bElo"
camshaft,"k""am.S%aft"
camshafts,"k""am.S%afts"
CAMUSFEARNA,NULL
canalization,"k%a.nl=.@z.""e.Sn="
canalize,"k@""nalaIz"
canalized,"k@""nalaIzd"
canalizes,"k@""nalaIz@z"
canalizing,"k@""nalaIzIN"
CANANDAIGUA,"%kan@n""degw@"
canape,"k""a.n@.pe"
canapes,"k""a.n@.pez"
canard,"k@.n""Ard"
canards,"k@.n""Ardz"
canaries,"k@.n""E.riz"
CANAVERAL'S,"k""an.@.v%3`.%alz"
cancans,"k""aN.kanz"
CANCELED,"k""an.sl=d"
CANCELING,"k""an.sl=.IN"
cancellations,"k%an.sl=.""e.Sn=z"
cancerously,"k""an.s@`.@s.li"
candela,"kan""dil@"
candelabras,"k%an.4@.l""A.br@z"
candelabrum,"%kan""dl=Abr@m"
candelabrums,"%kan""dl=Abr@mz"
candelas,"kan""dil@z"
candidacies,"k""an.4@.4@.siz"
candidature,"k""an.4@.4@.tS@`"
candidatures,"k""an.4@.4@.tS@`z"
CANDIDE,"kAn.d""id"
Candlemas,"""kandl=m@s"
candlesticks,"k""an.4l=.st%Iks"
candlewicks,"k""an.4l=.w%Iks"
candour,"k""an.4@`"
candyfloss,"""kandI%flAs"
candyflosses,"""kandI%flAs@z"
candying,"k""an.4i.IN"
candytuft,"""kandi%t@ft"
candytufts,"""kandi%t@fts"
caned,"k""end"
CANELI,"k""an.%i.laI"
canes,"k""enz"
CANESTRANI,"k""enz.tr%Ani"
canines,"k""e.naInz"
caning,"k""en.IN"
cankered,"k""aN.k@`d"
cankering,"k""aN.k@`.IN"
cankers,"k""aN.k@`z"
canna,"k""a.n@"
cannas,"k""a.n@z"
cannibalism,"k""a.n@.bl=.%I.zm="
cannibalized,"k""a.n@.bl=.aIzd"
cannibalizes,"k""a.n@.bl=.%aIz.@z"
cannibalizing,"k""a.n@.bl=.%aIz.IN"
cannier,"k""a.ni@`"
canniest,"k""a.ni.Ist"
cannily,"k""a.n@.li"
cannonade,"%kan@""ned"
cannonades,"%kan@""nedz"
cannonballs,"k""a.n@n.b%Olz"
cannoned,"k""a.n@nd"
cannoning,"k""a.n@n.IN"
cannons,"k""a.n@nz"
canoed,"k@n""ud"
canoeing,"k@.n""u.IN"
canoeist,"k@.n""u.Ist"
canoeists,"k@.n""u.Ists"
canonical,"k@.n""An.Ik.@l"
canonicals,"k@.n""An.Ik.@lz"
canonization,"k%a.n@n.@z.""e.Sn="
canonizations,"k%a.n@n.@z.""e.Sn=z"
canonizes,"k""a.n@n.%aIz.@z"
canonizing,"k""a.n@n.%aIz.IN"
canoodle,"k@.n""u.4l="
canoodled,"k@.n""u.4l=d"
canoodles,"k@.n""u.4l=z"
canoodling,"k@.n""u.4l=.IN"
canopies,"k""a.n@.piz"
canst,"k""anst"
cant,"k""ant"
Cantab,"k""an.t%ab"
Cantabrigian,"%kant@""brIdZi@n"
