Word,WordNet,MacMillan
economics_department,1,NA
economics_profession,1,NA
economiser,1,NA
economizer,1,NA
economy_class,1,NA
economy_of_scale,1,NA
ecosoc,1,NA
ecosoc_commission,1,NA
ecoterrorism,1,NA
ecotourism,1,NA
ecphonesis,1,NA
ecrevisse,2,NA
ecstatic_state,1,NA
ect,1,NA
ectasia,1,NA
ectasis,1,NA
ectoblast,1,NA
ectomorphy,1,NA
ectoparasite,1,NA
ectopia,1,NA
ectopic_gestation,1,NA
ectopic_pregnancy,1,NA
ectopistes,1,NA
ectopistes_migratorius,1,NA
ectoproct,1,NA
ectoprocta,1,NA
ectotherm,1,NA
ectozoon,1,NA
ectrodactyly,1,NA
ecuadoran,1,NA
ecuadoran_monetary_unit,1,NA
ecumenical_council,1,NA
ecumenical_movement,1,NA
ecumenicalism,1,NA
ecumenicism,1,NA
ecumenism,2,NA
eczema_herpeticum,1,NA
eczema_hypertrophicum,1,NA
eczema_marginatum,1,NA
eczema_vaccinatum,1,NA
ed_sullivan,1,NA
edacity,2,NA
edaphosauridae,1,NA
edaphosaurus,1,NA
edd,1,NA
eddie_rickenbacker,1,NA
eddington,1,NA
eddo,1,NA
eddy_merckx,1,NA
edecrin,1,NA
edentata,1,NA
ederle,1,NA
edgar_albert_guest,1,NA
edgar_allan_poe,1,NA
edgar_degas,1,NA
edgar_douglas_adrian,1,NA
edgar_guest,1,NA
edgar_lee_masters,1,NA
edgar_rice_burroughs,1,NA
edgar_varese,1,NA
edgar_wallace,1,NA
edgard_lawrence_doctorow,1,NA
edge_tool,1,NA
edgeworth-kuiper_belt,1,NA
edible-pod_pea,1,NA
edible-podded_pea,1,NA
edible_asparagus,1,NA
edible_banana,1,NA
edible_bean,1,NA
edible_cockle,1,NA
edible_corn,1,NA
edible_fat,1,NA
edible_fruit,1,NA
edible_mussel,1,NA
edible_nut,1,NA
edible_sea_urchin,1,NA
edible_seed,1,NA
edible_snail,1,NA
edibleness,1,NA
edirne,1,NA
edith_cavell,1,NA
edith_giovanna_gassion,1,NA
edith_louisa_cavell,1,NA
edith_newbold_jones_wharton,1,NA
edith_piaf,1,NA
edith_wharton,1,NA
editor_in_chief,1,NA
editor_program,1,NA
editorial_department,1,NA
editorialist,1,NA
edmond_de_goncourt,1,NA
edmond_halley,1,NA
edmond_hoyle,1,NA
edmond_louis_antoine_huot_de_goncourt,1,NA
edmond_malone,1,NA
edmond_rostand,1,NA
edmonton,1,NA
edmontonia,1,NA
edmontosaurus,1,NA
edmund_burke,1,NA
edmund_cartwright,1,NA
edmund_charles_edouard_genet,1,NA
edmund_halley,1,NA
edmund_hillary,1,NA
edmund_husserl,1,NA
edmund_i,1,NA
edmund_ii,1,NA
edmund_ironside,1,NA
edmund_john_millington_synge,1,NA
edmund_kean,1,NA
edmund_malone,1,NA
edmund_spenser,1,NA
edmund_wilson,1,NA
edna_ferber,1,NA
edna_millay,1,NA
edna_o'brien,1,NA
edna_saint_vincent_millay,1,NA
edo,2,NA
edouard_lemaitre,1,NA
edouard_manet,1,NA
edouard_vuillard,1,NA
edp,1,NA
edronax,1,NA
edsel_bryant_ford,1,NA
edta,1,NA
eduard_buchner,1,NA
educatee,1,NA
education_department,1,NA
education_secretary,2,NA
educational_activity,1,NA
educational_institution,1,NA
educational_program,1,NA
educationalist,1,NA
educationist,1,NA
edvard_grieg,1,NA
edvard_hagerup_grieg,1,NA
edvard_munch,1,NA
edward_albee,1,NA
edward_antony_richard_louis,1,NA
edward_appleton,1,NA
edward_benjamin_britten,1,NA
edward_bouverie_pusey,1,NA
edward_calvin_kendall,1,NA
edward_d._white,1,NA
edward_douglas_white_jr.,1,NA
edward_durell_stone,1,NA
edward_estlin_cummings,1,NA
edward_everett_hale,1,NA
edward_fitzgerald,1,NA
edward_franklin_albeen,1,NA
edward_g._robinson,1,NA
edward_george_earle_bulwer-lytton,1,NA
edward_gibbon,1,NA
edward_goldenberg_robinson,1,NA
edward_henry_harriman,1,NA
edward_i,1,NA
edward_ii,1,NA
edward_iii,1,NA
edward_iv,1,NA
edward_james_hughes,1,NA
edward_james_muggeridge,1,NA
edward_jean_steichen,1,NA
edward_jenner,1,NA
edward_kendall,1,NA
edward_kennedy_ellington,1,NA
edward_lawrie_tatum,1,NA
edward_lear,1,NA
edward_lee_thorndike,1,NA
edward_macdowell,1,NA
edward_morley,1,NA
edward_osborne_wilson,1,NA
edward_pusey,1,NA
edward_r._murrow,1,NA
edward_roscoe_murrow,1,NA
edward_sapir,1,NA
edward_teach,1,NA
edward_teller,1,NA
edward_thatch,1,NA
edward_the_confessor,1,NA
edward_the_elder,1,NA
edward_the_martyr,1,NA
edward_v,1,NA
edward_vernon_rickenbacker,1,NA
edward_vi,1,NA
edward_vii,1,NA
edward_viii,1,NA
edward_vincent_sullivan,1,NA
edward_weston,1,NA
edward_white,1,NA
edward_williams_morley,1,NA
edward_winslow,1,NA
edward_wyllis_scripps,1,NA
edward_young,1,NA
edwin,1,NA
edwin_arlington_robinson,1,NA
edwin_dubois_hayward,1,NA
edwin_herbert_land,1,NA
edwin_hubble,1,NA
edwin_powell_hubble,1,NA
edwy,1,NA
eec,1,NA
eeg,1,NA
eelam,1,NA
eelblenny,1,NA
eelgrass,2,NA
eelgrass_family,1,NA
eelpout,2,NA
eelworm,1,NA
eeriness,1,NA
eero_saarinen,1,NA
effecter,1,NA
effectivity,1,NA
effector,3,NA
effectuality,1,NA
effectualness,1,NA
effectuation,1,NA
effeminateness,1,NA
efferent_fiber,1,NA
efferent_nerve,1,NA
efferent_neuron,1,NA
efficaciousness,1,NA
efficiency_apartment,1,NA
efficiency_engineer,1,NA
efficiency_expert,1,NA
efflorescence,4,NA
effluence,1,NA
efflux,1,NA
effortfulness,1,NA
effortlessness,1,NA
effusiveness,1,NA
efrem_zimbalist,1,NA
eft,1,NA
egadi_islands,1,NA
egalitarianism,1,NA
egalite,1,NA
egality,1,NA
egbert,1,NA
egeria,1,NA
egeria_densa,1,NA
egg-and-anchor,1,NA
egg-and-dart,1,NA
egg-and-tongue,1,NA
egg-laying_mammal,1,NA
egg_cell,1,NA
egg_cream,1,NA
egg_cup,1,NA
egg_en_cocotte,1,NA
egg_foo_yong,1,NA
egg_fu_yung,1,NA
egg_laying,1,NA
egg_noodle,1,NA
egg_roll,1,NA
egg_timer,1,NA
egg_white,1,NA
egg_yolk,1,NA
eggar,1,NA
eggdrop_soup,1,NA
egger,1,NA
eggfruit,1,NA
eggplant_bush,1,NA
eggs_benedict,1,NA
eggshake,1,NA
eggwhisk,1,NA
egis,1,NA
eglantine,1,NA
eglevsky,1,NA
ego_ideal,1,NA
ego_trip,1,NA
egocentrism,1,NA
egression,1,NA
egretta,1,NA
egretta_albus,1,NA
egretta_caerulea,1,NA
egretta_garzetta,1,NA
egretta_thula,1,NA
egtk,1,NA
egyptian_bean,1,NA
egyptian_capital,1,NA
egyptian_cat,1,NA
egyptian_cobra,1,NA
egyptian_corn,1,NA
egyptian_cotton,1,NA
egyptian_deity,1,NA
egyptian_empire,1,NA
egyptian_grass,1,NA
egyptian_henbane,1,NA
egyptian_islamic_jihad,1,NA
egyptian_lupine,1,NA
egyptian_monetary_unit,1,NA
egyptian_onion,1,NA
egyptian_paper_reed,1,NA
egyptian_paper_rush,1,NA
egyptian_pea,1,NA
egyptian_pound,1,NA
egyptian_vulture,1,NA
egyptian_water_lily,1,NA
ehadhamen,1,NA
ehf,1,NA
ehrenberg,1,NA
ehrlich,1,NA
eib,1,NA
eibit,1,NA
eichhornia,1,NA
eichhornia_crassipes,1,NA
eichhornia_spesiosa,1,NA
eichmann,1,NA
eicosapentaenoic_acid,1,NA
eider_duck,1,NA
eidos,1,NA
eiffel_tower,1,NA
eigen,1,NA
eigenvalue_of_a_matrix,1,NA
eigenvalue_of_a_square_matrix,1,NA
eight-spot,1,NA
eight_ball,1,NA
eighteenth_amendment,1,NA
eighter,1,NA
eighter_from_decatur,1,NA
eighth_cranial_nerve,1,NA
eighth_note,1,NA
eightpence,1,NA
eightpenny_nail,1,NA
eightsome,2,NA
eightvo,1,NA
eijkman,1,NA
eileen_farrell,1,NA
eimeria,1,NA
eimeriidae,1,NA
eindhoven,1,NA
einstein's_general_theory_of_relativity,1,NA
einstein's_special_theory_of_relativity,1,NA
einstein's_theory_of_relativity,1,NA
einthoven,1,NA
eira,1,NA
eira_barbara,1,NA
eire,1,NA
eisegesis,1,NA
eisenstaedt,1,NA
eisenstein,1,NA
eisteddfod,1,NA
eitchen_midden,1,NA
ejaculatory_duct,1,NA
ejection_seat,1,NA
ejector_seat,1,NA
ekbom_syndrome,1,NA
ekg,1,NA
ekman,1,NA
el-aksur,1,NA
el_aaium,1,NA
el_alamein,2,NA
el_beda,1,NA
el_caudillo,1,NA
el_cid,1,NA
el_dorado,1,NA
el_giza,1,NA
el_greco,1,NA
el_iskandriyah,1,NA
el_libertador,2,NA
el_misti,1,NA
el_muerto,1,NA
el_nino,2,NA
el_nino_southern_oscillation,1,NA
el_paso,1,NA
el_qahira,1,NA
el_salvador,1,NA
el_salvadoran_colon,1,NA
el_salvadoran_monetary_unit,1,NA
ela,1,NA
elaborateness,2,NA
elaeagnaceae,1,NA
elaeagnus,1,NA
elaeagnus_augustifolia,1,NA
elaeagnus_commutata,1,NA
elaeagnus_latifolia,1,NA
elaeis,1,NA
elaeis_guineensis,1,NA
elaeis_oleifera,1,NA
elaeocarpaceae,1,NA
elaeocarpus,1,NA
elaeocarpus_family,1,NA
elaeocarpus_grandis,1,NA
elaeostearic_acid,1,NA
elagatis,1,NA
elagatis_bipinnulata,1,NA
elaidic_acid,1,NA
elam,1,NA
elamite,2,NA
elamitic,1,NA
elan_vital,1,NA
elanoides,1,NA
elanoides_forficatus,1,NA
elanus,1,NA
elanus_leucurus,1,NA
elaphe,1,NA
elaphe_guttata,1,NA
elaphe_obsoleta,1,NA
elaphure,1,NA
elaphurus,1,NA
elaphurus_davidianus,1,NA
elapid,1,NA
elapid_snake,1,NA
elapidae,1,NA
elapsed_time,1,NA
elasmobranch,1,NA
elasmobranchii,1,NA
elastance,1,NA
elastance_unit,1,NA
elastase,1,NA
elastic_band,1,NA
elastic_bandage,1,NA
elastic_device,1,NA
elastic_energy,1,NA
elastic_modulus,1,NA
elastic_potential_energy,1,NA
elastic_tissue,1,NA
elasticity_of_shear,1,NA
elastoplast,1,NA
elastosis,1,NA
elater,1,NA
elaterid,1,NA
elaterid_beetle,1,NA
elateridae,1,NA
elavil,1,NA
elbe,1,NA
elbe_river,1,NA
elbow_bone,1,NA
elbow_grease,1,NA
elbow_joint,1,NA
elbow_pad,1,NA
elbow_room,1,NA
elder_hand,1,NA
elder_statesman,2,NA
elderberry_bush,1,NA
eldership,1,NA
eldest_hand,1,NA
eleanor_gwyn,1,NA
eleanor_gwynn,1,NA
eleanor_gwynne,1,NA
eleanor_of_aquitaine,1,NA
eleanor_roosevelt,1,NA
elecampane,1,NA
elected_official,1,NA
election_commission,1,NA
election_day,1,NA
election_district,1,NA
election_fraud,1,NA
elective_course,1,NA
elector,2,NA
electoral_college,1,NA
electoral_system,1,NA
electra_complex,1,NA
electric-arc_furnace,1,NA
electric-discharge_lamp,1,NA
electric-light_bulb,1,NA
electric_arc,1,NA
electric_automobile,1,NA
electric_battery,1,NA
electric_bell,1,NA
electric_bill,1,NA
electric_blanket,1,NA
electric_burn,1,NA
electric_car,1,NA
electric_catfish,1,NA
electric_cell,1,NA
electric_chair,1,NA
electric_charge,1,NA
electric_circuit,1,NA
electric_clock,1,NA
electric_company,1,NA
electric_cord,1,NA
electric_current,1,NA
electric_dipole,1,NA
electric_dipole_moment,1,NA
electric_discharge,1,NA
electric_doublet,1,NA
electric_drill,1,NA
electric_eel,1,NA
electric_eye,1,NA
electric_fan,1,NA
electric_field,1,NA
electric_fire,1,NA
electric_frying_pan,1,NA
electric_furnace,1,NA
electric_glow,1,NA
electric_guitar,1,NA
electric_hammer,1,NA
electric_healing,1,NA
electric_heater,1,NA
electric_lamp,1,NA
electric_light,1,NA
electric_locomotive,1,NA
electric_main,1,NA
electric_meter,1,NA
electric_mixer,1,NA
electric_motor,1,NA
electric_organ,1,NA
electric_outlet,1,NA
electric_pig,1,NA
electric_potential,1,NA
electric_power,1,NA
electric_range,1,NA
electric_ray,1,NA
electric_razor,1,NA
electric_receptacle,1,NA
electric_refrigerator,1,NA
electric_resistance,1,NA
electric_sander,1,NA
electric_shaver,1,NA
electric_shock,3,NA
electric_socket,1,NA
electric_storm,1,NA
electric_switch,1,NA
electric_thermometer,1,NA
electric_toothbrush,1,NA
electric_typewriter,1,NA
electrical_cable,1,NA
electrical_capacity,1,NA
electrical_circuit,1,NA
electrical_condenser,1,NA
electrical_conduction,1,NA
electrical_contact,1,NA
electrical_converter,1,NA
electrical_device,1,NA
electrical_discharge,1,NA
electrical_distributor,1,NA
electrical_disturbance,1,NA
electrical_elastance,1,NA
electrical_energy,1,NA
electrical_engineer,1,NA
electrical_engineering,1,NA
electrical_fuse,1,NA
electrical_healing,1,NA
electrical_line_of_force,1,NA
electrical_outlet,1,NA
electrical_phenomenon,1,NA
electrical_plant,1,NA
electrical_power,1,NA
electrical_relay,1,NA
electrical_resistance,1,NA
electrical_shock,1,NA
electrical_shunt,1,NA
electrical_skin_response,1,NA
electrical_storm,1,NA
electrical_switch,1,NA
electrical_system,2,NA
electrical_work,1,NA
electro-acoustic_transducer,1,NA
electrocardiograph,1,NA
electrocardiography,1,NA
electrocautery,1,NA
electrochemical_series,1,NA
electroconvulsive_therapy,1,NA
electrocutioner,1,NA
electrodeposition,1,NA
electrodermal_response,1,NA
electrodynamometer,1,NA
electroencephalogram,1,NA
electrograph,2,NA
electrolyte_acid,1,NA
electrolyte_balance,1,NA
electrolytic_capacitor,1,NA
electrolytic_cell,1,NA
electrolytic_condenser,1,NA
electromagnetic_delay_line,1,NA
electromagnetic_interaction,1,NA
electromagnetic_intrusion,1,NA
electromagnetic_radiation,1,NA
electromagnetic_spectrum,1,NA
electromagnetic_unit,1,NA
electromagnetic_wave,1,NA
electromechanical_device,1,NA
electromotive_drug_administration,1,NA
electromotive_force,1,NA
electromotive_force_series,1,NA
electromotive_series,1,NA
electromyograph,1,NA
electron_accelerator,1,NA
electron_beam,1,NA
electron_gun,1,NA
electron_lens,1,NA
electron_microscope,1,NA
electron_microscopy,1,NA
electron_multiplier,1,NA
electron_optics,1,NA
electron_orbit,1,NA
electron_paramagnetic_resonance,1,NA
electron_radiation,1,NA
electron_shell,1,NA
electron_spin_resonance,1,NA
electron_tube,1,NA
electron_volt,1,NA
electronegativity,1,NA
electronic_balance,1,NA
electronic_bulletin_board,1,NA
electronic_communication,1,NA
electronic_computer,1,NA
electronic_converter,1,NA
electronic_counter-countermeasures,1,NA
electronic_countermeasures,1,NA
electronic_data_processing,1,NA
electronic_database,1,NA
electronic_deception,1,NA
electronic_device,1,NA
electronic_dictionary,1,NA
electronic_equipment,1,NA
electronic_fetal_monitor,1,NA
electronic_foetal_monitor,1,NA
electronic_image,1,NA
electronic_imitative_deception,1,NA
electronic_information_service,1,NA
electronic_instrument,1,NA
electronic_jamming,1,NA
electronic_mail,1,NA
electronic_manipulative_deception,1,NA
electronic_messaging,1,NA
electronic_musical_instrument,1,NA
electronic_network,1,NA
electronic_organ,1,NA
electronic_reconnaissance,1,NA
electronic_scanner,1,NA
electronic_signal,1,NA
electronic_simulative_deception,1,NA
electronic_stylus,1,NA
electronic_surveillance,1,NA
electronic_text,1,NA
electronic_transistor,1,NA
electronic_voltmeter,1,NA
electronic_warfare,1,NA
electronic_warfare-support_measures,1,NA
electronics_company,1,NA
electronics_industry,1,NA
electronics_intelligence,1,NA
electrophoridae,1,NA
electrophorus,2,NA
electrophorus_electric,1,NA
electroplater,1,NA
electroretinogram,1,NA
electroscope,1,NA
electroshock_therapy,1,NA
electrosleep,1,NA
electrostatic_bond,1,NA
electrostatic_charge,1,NA
electrostatic_field,1,NA
electrostatic_generator,1,NA
electrostatic_machine,1,NA
electrostatic_precipitation,1,NA
electrostatic_precipitator,1,NA
electrostatic_printer,1,NA
electrostatic_unit,1,NA
electrosurgery,1,NA
electrotherapist,1,NA
electrovalent_bond,1,NA
electrum,1,NA
elegant_brodiaea,1,NA
elegant_cat's_ears,1,NA
elegant_habenaria,1,NA
elegiac_stanza,1,NA
elegist,1,NA
element_104,1,NA
element_105,1,NA
element_106,1,NA
element_107,1,NA
element_108,1,NA
element_109,1,NA
element_110,1,NA
element_111,1,NA
element_112,1,NA
element_113,1,NA
element_114,1,NA
element_115,1,NA
element_116,1,NA
element_of_a_cone,1,NA
element_of_a_cylinder,1,NA
elementary_education,1,NA
elementary_geometry,1,NA
elementary_particle,1,NA
elementary_school,1,NA
elemi,1,NA
eleocharis,1,NA
eleocharis_acicularis,1,NA
eleocharis_dulcis,1,NA
eleocharis_palustris,1,NA
eleonora_duse,1,NA
eleostearic_acid,1,NA
eleotridae,1,NA
elephant's-foot,2,NA
elephant's_ear,2,NA
elephant-tusk,1,NA
elephant_bird,1,NA
elephant_ear,1,NA
elephant_seal,1,NA
elephant_tree,1,NA
elephant_yam,1,NA
elephantiasis,1,NA
elephantiasis_neuromatosa,1,NA
elephantiasis_scroti,1,NA
elephantidae,1,NA
elephantopus,1,NA
elephas,1,NA
elephas_maximus,1,NA
elettaria,1,NA
elettaria_cardamomum,1,NA
eleusine,1,NA
eleusine_coracana,1,NA
eleusine_indica,1,NA
eleuthera_bark,1,NA
eleutherodactylus,1,NA
elevated_railroad,1,NA
elevated_railway,1,NA
elevator_boy,1,NA
elevator_car,1,NA
elevator_girl,1,NA
elevator_man,1,NA
elevator_operator,1,NA
elevator_shaft,1,NA
eleven-plus,1,NA
eleventh_cranial_nerve,1,NA
eleventh_hour,1,NA
elf_cup,1,NA
elgar,1,NA
elgin_marbles,1,NA
eli_whitney,1,NA
elia,1,NA
elia_kazan,1,NA
elia_kazanjoglous,1,NA
elias_canetti,1,NA
elias_howe,1,NA
elicitation,1,NA
elie_metchnikoff,1,NA
elie_metchnikov,1,NA
elie_wiesel,1,NA
eliel_saarinen,1,NA
eliezer_wiesel,1,NA
elihu_thomson,1,NA
elihu_yale,1,NA
elijah_muhammad,1,NA
elimination_reaction,1,NA
elimination_tournament,1,NA
elinor_morton_hoyt_wylie,1,NA
elint,1,NA
elinvar,1,NA
eliomys,1,NA
eliot,2,NA
elisa,1,NA
elisabeth_vigee-lebrun,1,NA
elisabethville,1,NA
elisha_graves_otis,1,NA
elision,2,NA
elite_group,1,NA
elixir_of_life,1,NA
elixophyllin,1,NA
elizabeth_barrett_browning,1,NA
elizabeth_cady_stanton,1,NA
elizabeth_cleghorn_stevenson_gaskell,1,NA
elizabeth_cochrane_seaman,1,NA
elizabeth_gaskell,1,NA
elizabeth_haldane,1,NA
elizabeth_i,1,NA
elizabeth_ii,1,NA
elizabeth_merriwether_gilmer,1,NA
elizabeth_palmer_peabody,1,NA
elizabeth_peabody,1,NA
elizabeth_river,1,NA
elizabeth_sanderson_haldane,1,NA
elizabeth_seaman,1,NA
elizabeth_seton,1,NA
elizabeth_taylor,1,NA
elizabethan_age,1,NA
elizabethan_sonnet,1,NA
elk-wood,1,NA
elk_nut,1,NA
elkhorn_fern,1,NA
elkhound,1,NA
ella_fitzgerald,1,NA
ellas,1,NA
ellen_price_wood,1,NA
elli,1,NA
ellice_islands,1,NA
ellington,1,NA
elliott's_goldenrod,1,NA
ellipse,1,NA
ellipsoid_of_revolution,1,NA
elliptic_geometry,1,NA
elliptic_leaf,1,NA
ellipticity,1,NA
ellis_island,1,NA
ellison,1,NA
ellsworth,1,NA
ellul,1,NA
elm_family,1,NA
elm_tree,1,NA
elmer_ambrose_sperry,1,NA
elmer_leopold_rice,1,NA
elmer_reizenstein,1,NA
elmer_rice,1,NA
elmont,1,NA
elmore_john_leonard,1,NA
elmore_leonard,1,NA
eln,2,NA
elocutionist,1,NA
elodea,1,NA
elodea_canadensis,1,NA
elodea_densa,1,NA
elongate_leaf,1,NA
elopidae,1,NA
elops,1,NA
elops_saurus,1,NA
elsa_schiaparelli,1,NA
elsass,1,NA
elsholtzia,1,NA
elspar,1,NA
eluate,1,NA
elul,1,NA
elusiveness,1,NA
elution,1,NA
elver,2,NA
elvis_aron_presley,1,NA
elvis_presley,1,NA
elwyn_brooks_white,1,NA
ely_culbertson,1,NA
elymus,1,NA
elymus_arenarius,1,NA
elymus_canadensis,1,NA
elymus_caput-medusae,1,NA
elymus_condensatus,1,NA
elymus_hispidus,1,NA
elymus_trachycaulos,1,NA
elysian_fields,1,NA
elytron,1,NA
em_quad,1,NA
emaciation,1,NA
emanuel_svedberg,1,NA
emanuel_swedenborg,1,NA
emarginate_leaf,1,NA
embalmment,1,NA
embarkment,1,NA
embassador,1,NA
embayment,1,NA
ember_day,1,NA
emberiza,1,NA
emberiza_aureola,1,NA
emberiza_citrinella,1,NA
emberiza_hortulana,1,NA
emberiza_schoeniclus,1,NA
emberizidae,1,NA
embiodea,1,NA
embioptera,1,NA
embiotocidae,1,NA
embitterment,1,NA
embossment,2,NA
embothrium,1,NA
embothrium_coccineum,1,NA
embracement,1,NA
embroiderer,1,NA
embroideress,1,NA
embroidery_frame,1,NA
embroidery_hoop,1,NA
embroidery_needle,1,NA
embroidery_stitch,1,NA
embroilment,1,NA
embryoma_of_the_kidney,1,NA
embryonal_carcinoma,1,NA
embryonal_carcinosarcoma,1,NA
embryonal_rhabdomyosarcoma,1,NA
embryonal_rhabdosarcoma,1,NA
embryonic_cell,1,NA
embryonic_membrane,1,NA
embryonic_stem-cell_research,1,NA
embryonic_tissue,1,NA
emda,1,NA
emeer,1,NA
emendation,1,NA
emerald_creeper,1,NA
emerald_isle,1,NA
emerald_shiner,1,NA
emergency_alert_system,1,NA
emergency_brake,1,NA
emergency_exit,1,NA
emergency_landing,1,NA
emergency_medicine,1,NA
emergency_procedure,1,NA
emergency_room,1,NA
emergent_evolution,1,NA
emery_cloth,1,NA
emery_paper,1,NA
emery_rock,1,NA
emery_stone,1,NA
emery_wheel,1,NA
emeside,1,NA
emesis_basin,1,NA
emetrol,1,NA
emg,1,NA
emigrant,1,NA
emigre,1,NA
emigree,1,NA
emil_hermann_fischer,1,NA
emil_klaus_julius_fuchs,1,NA
emile,1,NA
emile_coue,1,NA
emile_durkheim,1,NA
emile_gaboriau,1,NA
emile_herzog,1,NA
emile_zola,1,NA
emilia,1,NA
emilia-romagna,1,NA
emilia_coccinea,1,NA
emilia_flammea,1,NA
emilia_javanica,1,NA
emilia_sagitta,1,NA
emiliano_zapata,1,NA
emilie_charlotte_le_breton,1,NA
emily_bronte,1,NA
emily_dickinson,1,NA
emily_jane_bronte,1,NA
emily_post,1,NA
emily_price_post,1,NA
eminence_grise,1,NA
eminent_domain,1,NA
emirate,2,NA
emissary_vein,1,NA
emission_spectrum,1,NA
emma_goldman,1,NA
emma_hart_willard,1,NA
emmanthe,1,NA
emmanthe_penduliflora,1,NA
emmenagogue,1,NA
emmental,1,NA
emmentaler,1,NA
emmenthal,1,NA
emmenthaler,1,NA
emmer,1,NA
emmetropia,1,NA
emmett_kelly,1,NA
emmy_noether,1,NA
emoticon,1,NA
emotional_arousal,1,NA
emotional_disorder,1,NA
emotional_disturbance,1,NA
emotional_person,1,NA
emotional_state,1,NA
emotionlessness,2,NA
empedocles,1,NA
emperor_butterfly,1,NA
emperor_francis_ii,1,NA
emperor_moth,1,NA
emperor_napoleon_iii,1,NA
emperor_of_rome,1,NA
emperor_penguin,1,NA
empetraceae,1,NA
empetrum,1,NA
emphysematous_gangrene,1,NA
emphysematous_phlegmon,1,NA
empire_day,1,NA
empire_state,1,NA
empire_state_building,1,NA
empire_state_of_the_south,1,NA
empirical_formula,1,NA
empirical_research,1,NA
empiricist_philosophy,1,NA
empirin,1,NA
employee-owned_business,1,NA
employee-owned_enterprise,1,NA
employee_ownership,1,NA
employee_savings_plan,1,NA
employee_stock_ownership_plan,1,NA
employee_turnover,1,NA
employment_agency,1,NA
employment_agent,1,NA
employment_agreement,1,NA
employment_contract,1,NA
employment_interview,1,NA
employment_office,1,NA
empty_nester,1,NA
empty_talk,1,NA
empty_tomb,1,NA
empty_words,1,NA
empyema,1,NA
emu_novaehollandiae,1,NA
emulator,1,NA
emulsifier,1,NA
emydidae,1,NA
en-lil,1,NA
en_passant,2,NA
enabling_act,1,NA
enabling_clause,1,NA
enabling_legislation,1,NA
enalapril,1,NA
enallage,1,NA
enamine,1,NA
enamoredness,1,NA
enanthem,1,NA
enanthema,1,NA
enantiomer,1,NA
enantiomorph,1,NA
enantiomorphism,1,NA
enarthrodial_joint,1,NA
enarthrosis,1,NA
enation,2,NA
enbrel,1,NA
encainide,1,NA
encapsulation,2,NA
encaustic,1,NA
encelia,1,NA
encelia_farinosa,1,NA
enceliopsis,1,NA
enceliopsis_nudicaulis,1,NA
encephalartos,1,NA
encephalartos_caffer,1,NA
encephalitis_lethargica,1,NA
encephalocele,1,NA
encephalomeningitis,1,NA
encephalomyelitis,1,NA
encephalon,1,NA
enchanter's_nightshade,1,NA
enchiridion,1,NA
enchondroma,1,NA
enclosed_space,1,NA
encolure,1,NA
encomium,1,NA
encompassment,1,NA
encopresis,1,NA
encounter_group,1,NA
encroacher,1,NA
enculturation,1,NA
encyclia,1,NA
encyclia_citrina,1,NA
encyclia_tampensis,1,NA
encyclia_venosa,1,NA
encyclical_letter,1,NA
encyclopaedism,1,NA
encyclopaedist,1,NA
encyclopedism,1,NA
encyclopedist,1,NA
end-all,1,NA
end-plate,1,NA
end_game,2,NA
end_man,2,NA
end_matter,1,NA
end_of_the_world,2,NA
end_organ,1,NA
end_point,2,NA
end_product,1,NA
end_run,1,NA
end_user,1,NA
endaemonism,1,NA
endameba,1,NA
endamoeba,1,NA
endamoeba_histolytica,1,NA
endamoebidae,1,NA
endangered_species,1,NA
endarteritis,1,NA
endecott,1,NA
endemic_disease,1,NA
endemic_typhus,1,NA
endemism,1,NA
enderby_land,1,NA
endicott,1,NA
endoblast,1,NA
endocardium,1,NA
endocarp,1,NA
endocervicitis,1,NA
endocranium,1,NA
endocrine_gland,1,NA
endocrine_system,1,NA
endoderm,1,NA
endodontia,1,NA
endodontics,1,NA
endoergic_reaction,1,NA
endogamy,1,NA
endogen,1,NA
endogenous_depression,1,NA
endogeny,1,NA
endolymph,1,NA
endometrial_cancer,1,NA
endometrial_carcinoma,1,NA
endometriosis,1,NA
endometritis,1,NA
endomorphy,1,NA
endomycetales,1,NA
endoneurium,1,NA
endonuclease,1,NA
endoparasite,1,NA
endoplasm,1,NA
endoprocta,1,NA
endorsement_in_blank,1,NA
endorser,2,NA
endosperm,1,NA
endospore,1,NA
endospore-forming_bacteria,1,NA
endosteum,1,NA
endothelial_myeloma,1,NA
endothelium,1,NA
endothermic_reaction,1,NA
endotoxin,1,NA
endotracheal_tube,1,NA
endowment_fund,1,NA
endowment_insurance,1,NA
endurance_contest,1,NA
endurance_riding,1,NA
enduringness,1,NA
ene,1,NA
enea_silvio_piccolomini,1,NA
energid,1,NA
energiser,2,NA
energy_department,1,NA
energy_level,1,NA
energy_of_activation,1,NA
energy_secretary,2,NA
energy_state,1,NA
energy_unit,1,NA
enervation,3,NA
enesco,1,NA
enets,1,NA
enfant_terrible,1,NA
enfeeblement,1,NA
enfeoffment,1,NA
enfilade_fire,1,NA
enflurane,1,NA
engagement_ring,1,NA
engelbert_humperdinck,1,NA
engelmann's_spruce,1,NA
engelmann_spruce,1,NA
engelmannia,1,NA
engels,1,NA
engine_block,1,NA
engine_cooling_system,1,NA
engine_driver,1,NA
engine_failure,1,NA
engine_room,1,NA
engineer's_chain,1,NA
engineering_school,1,NA
engineering_science,1,NA
enginery,1,NA
english-gothic,1,NA
