"Word","Freq_KF","Freq_HAL"
"sad",35,17183
"sadden",NA,47
"saddened",1,613
"sadder",1,176
"saddle",25,2899
"saddlebag",NA,97
"saddlebags",3,2870
"saddled",4,312
"saddles",2,617
"sadism",3,311
"sadist",1,338
"sadistic",2,748
"sadly",12,4882
"sadness",6,1229
"sadomasochism",NA,133
"safari",2,759
"safe",58,33169
"safecracker",NA,25
"safeguard",5,810
"safeguards",1,748
"safekeeping",1,83
"safely",13,5805
"safer",5,5004
"safest",4,1752
"safeties",1,119
"safety",47,23660
"saffron",1,390
"sag",4,869
"saga",7,2795
"sage",2,4766
"sagebrush",1,146
"sages",1,745
"sagged",3,120
"sagging",4,289
"Sagittarius",NA,218
"sags",1,96
"Sahara",2,637
"said",1961,352357
"Saigon",1,1447
"sail",12,3552
"sailboat",1,523
"sailboats",3,214
"sailcloth",NA,15
"sailed",10,1015
"sailing",20,3556
"sailor",5,6240
"sailorly",1,0
"sailors",8,1337
"sailplane",NA,223
"sails",2,1292
"saint",16,6328
"sainted",1,46
"sainthood",1,126
"saintliness",1,10
"saintly",NA,311
"saints",6,2634
"sake",41,11448
"salable",1,101
"salacious",2,101
"salad",9,2491
"salads",3,493
"salamander",2,362
"salami",7,287
"salaried",1,1207
"salaries",8,6410
"salary",43,30091
"sale",44,95391
"Salem",19,3161
"sales",133,56201
"salesclerk",NA,29
"salesgirl",1,34
"saleslady",3,55
"salesman",12,3345
"salesman's",1,51
"salesmanship",6,69
"salesmen",19,736
"salesroom",NA,4
"saleswoman",NA,89
"salient",4,513
"salify",NA,0
"saline",31,451
"Salinger",4,128
"salinity",NA,193
"Salisbury",5,603
"saliva",4,1137
"salivary",1,116
"salivate",1,137
"salivation",NA,37
"sallow",1,33
"Sally",13,4304
"Sally's",2,406
"salmon",3,3076
"salmonella",NA,632
"salon",1,734
"salons",3,138
"saloon",12,541
"saloons",8,55
"salt",46,15258
"saltbush",1,15
"saltcellar",NA,0
"salted",4,348
"salter",9,508
"salter's",1,5
"salting",2,79
"saltlick",NA,0
"saltpan",NA,0
"salts",6,1171
"saltshaker",NA,6
"saltwater",NA,513
"salty",4,939
"salutary",5,68
"salute",3,1321
"saluted",3,143
"salutation",1,79
"Salvador",3,2323
"Salvadorean",NA,6
"salvage",5,1877
"salvaging",2,114
"salvation",32,5143
"salve",3,1852
"salves",1,43
"Sam",79,25993
"Samaritan",NA,353
"samba",1,2437
"same",686,401465
"sameness",4,154
"Sammy",1,1406
"Samoa",1,356
"Samoan",NA,141
"sample",57,24016
"sampled",7,1424
"sampler",NA,3326
"samplers",1,587
"samples",29,11133
"sampling",22,3880
"Sampson",2,831
"Sam's",4,1275
"Samuel",34,6463
"Samuels",1,238
"samurai",NA,3259
"sanatorium",2,32
"Sanchez",1,1834
"Sancho",3,88
"sanctified",1,399
"sanctify",NA,98
"sanctimonious",2,313
"sanctimony",NA,40
"sanction",11,1353
"sanctioned",4,1832
"sanctions",9,3541
"sanctity",3,485
"sanctuary",9,5772
"sanctuary's",1,7
"sanctum",NA,218
"sand",28,10083
"sandal",NA,146
"sandals",5,1995
"sandalwood",2,52
"sandbag",NA,118
"sandbank",NA,8
"sandbar",NA,114
"sandbars",1,20
"sandblast",NA,36
"sandbox",NA,334
"sandcastle",NA,33
"sander",1,802
"sanding",2,507
"sandman",5,3062
"sandpaper",1,383
"sandpiper",NA,80
"sandpit",NA,17
"Sandra",1,3153
"sands",10,1523
"sandstone",NA,226
"sandstorm",NA,1607
"sandwich",10,2328
"sandwiches",4,1033
"sandy",6,5033
"sane",8,3942
"saner",1,169
"sanest",1,35
"sang",29,5220
"sangria",NA,1136
"sanguine",NA,163
"sanguineous",1,0
"Sanhedrin",1,187
"sanitarium",1,99
"sanitary",4,472
"sanitation",11,686
"sanity",4,2946
"sank",18,1115
"sans",2,2830
"Sanskrit",NA,1044
"Santa",28,23164
"Santa's",1,258
"sap",1,3702
"sapling",2,70
"sapped",3,53
"sapphire",NA,2832
"sapping",1,30
"sappy",1,391
"saps",1,372
"Sara",4,2460
"Sarah",26,7723
"Sarah's",3,400
"Sara's",2,70
"Sarasota",1,676
"Saratoga",4,868
"sarcasm",1,3998
"sarcasms",1,16
"sarcastic",1,2826
"sarcastically",1,440
"sarcophagus",NA,108
"sardine",NA,104
"sardines",2,245
"sardonic",2,138
"sarong",NA,52
"sash",3,307
"sass",NA,148
"sassafras",2,80
"sassing",1,4
"sarsaparilla",1,19
"sassy",NA,351
"sat",150,33312
"Satan",3,7113
"Satanic",NA,2712
"Satanism",NA,1296
"Satan's",1,705
"satchel",NA,236
"sate",NA,108
"satellite",8,15422
"satellites",7,3661
"satiable",NA,6
"satiate",1,60
"satiety",NA,25
"satin",5,1533
"satinwood",NA,0
"satire",9,1641
"satires",3,76
"satiric",4,100
"satirical",3,451
"satirically",1,26
"satirist",1,85
"satirize",NA,50
"satirizes",1,15
"satisfaction",28,7083
"satisfactions",4,28
"satisfactorily",11,497
"satisfactory",39,2529
"satisfied",36,10601
"satisfies",3,789
"satisfy",16,5617
"satisfying",13,2767
"saturate",NA,274
"saturated",7,1301
"saturation",5,988
"Saturday",67,24556
"Saturdays",2,1407
"Saturday's",3,523
"Saturn",3,10832
"Saturnalia",NA,33
"sauce",20,5757
"sauced",NA,8
"saucepan",3,602
"saucer",NA,1272
"saucers",2,640
"sauces",5,458
"saucy",1,121
"Saudi",2,2907
"sauerkraut",4,131
"Saul",2,1011
"sauna",NA,557
"saunter",NA,43
"sausage",1,1273
"sausages",5,297
"saute",1,617
"savage",22,5185
"savagely",3,212
"savagery",1,221
"savages",6,422
"savanna",NA,133
"savannah",9,6194
"savant",NA,570
"save",62,62632
"saved",43,18101
"saver",1,3009
"saves",5,6359
"saving",21,12352
"savings",23,9542
"savior",6,1682
"savor",1,349
"savored",3,142
"savoring",3,205
"savory",4,201
"savvy",1,1066
"saw",352,87044
"sawdust",3,332
"sawhorse",NA,54
"sawing",1,192
"sawmill",1,241
"saws",3,431
"Sawyer",1,1332
"sax",6,1523
"Saxon",18,712
"Saxons",7,173
"Saxony",1,152
"saxophone",4,558
"saxophonist",1,178
"say",504,359478
"saying",113,95390
"sayings",1,769
"sayonara",1,81
"says",200,199458
"scab",NA,546
"scabbard",5,108
"scabbed",1,27
"scabby",NA,51
"scabies",NA,28
"scaffold",6,81
"scaffolding",3,92
"scaffoldings",1,0
"scalar",2,903
"scalawag",NA,14
"scald",1,115
"scalded",1,153
"scalding",1,108
"scale",60,24681
"scaled",2,1428
"scales",5,3920
"scallion",NA,167
"scallop",NA,50
"scalloped",2,107
"scallops",1,161
"scallywag",NA,91
"scalp",4,1315
"scalpel",NA,203
"scaly",NA,191
"scamp",NA,122
"scamper",NA,75
"scampering",1,36
"scampi",NA,26
"scan",5,14016
"scandal",8,2413
"scandalize",NA,12
"scandalized",3,58
"scandalizing",1,1
"scandalous",NA,382
"scandals",7,685
"Scandinavians",1,189
"scandalmonger",NA,86
"Scandinavia",1,934
"Scandinavian",2,1061
"scanned",10,3699
"scanner",NA,10761
"scanners",1,3847
"scanning",4,6002
"scans",2,2146
"scant",5,591
"Riviera",2,442
"rivulet",NA,31
"rivulets",1,91
"roach",2,808
"road",197,66722
"roadbed",1,165
"roadblock",3,202
"roadbuilding",1,10
"roadhouse",1,130
"roadie",NA,176
"roads",58,8651
"road's",4,40
"roadside",4,485
"roadster",1,186
"roadway",5,391
"roadways",1,232
"roadworthy",NA,11
"roam",6,1099
"roamed",1,284
"roamer",NA,44
"roaming",3,789
"roar",13,1516
"roared",18,415
"roaring",9,818
"roars",1,207
"roast",10,1484
"roasted",5,840
"roasts",1,132
"rob",19,21934
"robbed",10,1360
"robber",2,886
"robberies",3,519
"robbers",6,1907
"robbery",10,2155
"robbing",2,1066
"Robby",1,526
"Robby's",1,17
"robe",6,1641
"robed",1,168
"Robert",83,72828
"Roberta",6,759
"Roberto",1,3041
"robes",4,804
"robin",2,12801
"Robinson",38,9085
"Robinson's",1,273
"robot",1,10880
"robots",3,5758
"robs",1,291
"Rob's",1,357
"robust",NA,3724
"robustness",1,510
"Rochester",2,6748
"rock",75,44285
"rockabye",1,5
"rockbound",1,4
"rocked",8,1009
"Rockefeller",12,1340
"rocker",4,1240
"rockers",1,866
"rocket",7,11027
"rocketry",NA,627
"rockets",13,3486
"rocket's",2,137
"Rockettes",1,22
"Rockies",3,1077
"rocking",13,1275
"rocklike",2,5
"rock'n'roll",1,605
"Rockport",2,190
"rocks",23,7759
"rocky",10,4780
"rod",18,19565
"rode",40,2639
"rodent",3,947
"rodents",3,740
"rodeo",1,1012
"rodeos",1,92
"Rodney",3,3610
"rods",4,2832
"Rod's",1,125
"roe",1,1480
"Roger",15,21058
"rogue",1,5675
"rogues",2,280
"roiling",3,70
"role",104,32941
"roleplayed",1,29
"roleplaying",16,1769
"roles",34,6216
"roll",35,21720
"rolled",47,6720
"roller",3,3155
"rollicking",1,63
"rolling",19,12848
"rolls",11,5863
"Roman",58,10744
"romance",13,5730
"romancers",1,4
"romances",2,496
"romancing",1,113
"Romanesque",NA,17
"Romania",NA,3211
"Romans",10,3516
"romantic",32,6456
"romantically",1,306
"romanticism",2,174
"romanticist",NA,10
"romanticize",2,34
"romanticizing",1,40
"romantics",5,191
"Rome",70,5454
"Romeo",3,1325
"Romeo's",1,26
"Rome's",2,85
"romp",1,418
"romped",1,28
"romper",NA,224
"romping",1,90
"Ron",4,24402
"Ronald",5,7665
"rondo",1,175
"roof",59,5626
"roofed",1,35
"roofer",1,27
"roofer's",1,0
"roofing",1,180
"roofs",5,380
"rooftop",2,257
"rooftops",1,176
"rooftree",1,2
"rook",NA,637
"rookie",9,6050
"rookies",4,3208
"room",383,85138
"roomer",NA,5
"roomful",1,116
"rooming",3,120
"roommate",1,2998
"roommates",2,773
"rooms",55,9718
"room's",1,197
"roomy",1,237
"Roosevelt",28,2336
"Roosevelt's",5,139
"roost",1,258
"rooster",3,516
"roosters",2,92
"root",30,27384
"rooted",8,1550
"rooting",2,671
"rootless",2,79
"roots",27,11000
"rope",15,6358
"roped",1,124
"ropes",4,2536
"ropewalk",NA,7
"Rorschach",1,152
"Rosa",4,2913
"rosaries",3,40
"rosary",NA,329
"rose",86,19326
"rosebud",NA,372
"rosebuds",4,45
"rosebush",1,8
"roseleaf",NA,0
"rosemary",1,1409
"rosen",2,1358
"roses",7,6606
"Rose's",3,288
"rosette",NA,69
"rosettes",1,1175
"rosewater",NA,44
"rosewood",NA,573
"Rosie",1,838
"rosin",NA,251
"Ross",11,11123
"roster",2,1606
"Roswell",1,1289
"rosy",9,862
"rot",8,2377
"Rotarians",1,9
"rotary",10,1207
"rotate",2,3347
"rotated",6,1235
"rotates",2,596
"rotating",11,2873
"rotation",11,4180
"rotationally",1,16
"rotations",1,675
"rote",NA,394
"rotisserie",NA,252
"rotor",6,1128
"rots",3,177
"rotten",2,2386
"rotting",3,939
"rotund",1,79
"rotunda",6,101
"rotundity",1,5
"rouge",7,2058
"rough",41,10148
"roughage",NA,66
"roughcast",3,0
"roughed",1,103
"roughen",NA,35
"roughened",2,36
"rougher",1,359
"roughest",1,66
"roughhouse",NA,40
"roughish",1,2
"roughly",24,10597
"roughneck",1,20
"roughness",3,284
"roughrider",NA,8
"roughshod",1,108
"roulette",4,779
"round",81,47080
"roundabout",2,353
"rounded",15,3398
"roundhouse",2,692
"rounding",5,1062
"roundly",2,204
"roundness",1,105
"rounds",13,7214
"round's",1,88
"roundsman",NA,0
"roundup",3,599
"roundups",1,49
"rouse",2,537
"roused",2,131
"rousing",8,309
"Rousseau",19,389
"Rousseau's",3,27
"rout",NA,304
"route",43,17655
"routed",1,1961
"routes",6,4392
"routine",35,15144
"routinely",1,3524
"routines",3,9192
"routings",1,88
"rove",1,39
"roved",1,10
"rover",4,1470
"roving",2,399
"row",35,14013
"rowboat",NA,50
"rowdy",4,421
"rowed",2,107
"rower",NA,157
"rows",16,4309
"Roxy",1,594
"Roy",37,10596
"royal",48,17664
"royale",1,817
"royalist",NA,64
"royalties",2,2274
"royalty",7,2983
"Roy's",1,214
"rub",6,4231
"rubbed",18,3338
"rubber",15,10099
"rubberized",1,69
"rubberneck",NA,7
"rubbery",1,309
"rubbing",11,4311
"rubbish",4,7126
"rubble",1,747
"rubdown",1,39
"rubella",NA,666
"rubicon",NA,132
"rubies",1,134
"rubric",1,160
"ruby",NA,4465
"rucksack",NA,60
"ruckus",1,481
"rudder",1,1273
"rudderless",1,23
"ruddiness",1,2
"ruddy",3,251
"rude",6,7346
"rudely",2,500
"rudeness",1,585
"rudiment",NA,5
"rudimentary",4,869
"Rudolph",3,1254
"Rudy",4,1357
"rue",6,3189
"ruefully",3,65
"ruefulness",1,0
"ruffian",2,55
"ruffians",1,156
"ruffle",NA,102
"ruffled",3,172
"ruffles",1,94
"rug",13,1448
"rugby",NA,2163
"rugged",19,1109
"ruggedly",1,38
"rugs",4,552
"ruin",14,7182
"ruination",NA,45
"ruined",16,2999
"ruining",1,1188
"ruinous",1,110
"ruins",8,5831
"rule",73,45323
"rulebook",NA,1259
"ruled",31,6075
"ruler",3,2703
"rulers",9,1885
"rules",85,80232
"ruling",24,8830
"rulings",2,1779
"ruling's",1,0
"rum",3,957
"rumba",NA,353
"rumble",2,1069
"rumbled",2,132
"rumbles",1,52
"rumbling",2,256
"ruminate",NA,70
"rumination",NA,70
"rummage",NA,176
"rummaged",1,121
"rummaging",3,235
"rummy",1,88
"rumor",8,6853
"rumored",2,1938
"rumors",6,7167
"rump",2,847
"rumple",NA,31
"rumpled",2,71
"run",212,223338
"runabout",1,566
"runaway",6,1389
"rundown",3,699
"rune",NA,1246
"runes",1,729
"rung",3,563
"runic",NA,182
"runner",1,4480
"runners",5,2176
"running",123,145182
"runny",NA,330
"runoff",2,378
"runs",55,47697
"runt",1,264
"runway",4,1777
"runways",4,409
"rupee",6,357
"rupees",14,629
"rupture",3,491
"ruptured",2,310
"rural",54,6485
"ruse",2,911
"rush",20,27949
"rushed",27,2337
"rushes",3,756
"rushing",10,1795
"Rushmore",1,511
"rusk",10,130
"Russ",21,5376
"Russell",12,11899
"Russell's",7,256
"russet",1,63
"Russia",72,19055
"Russian",80,23661
"Russians",31,4981
"Russia's",14,1352
"rust",10,4188
"rusted",1,564
"rustic",3,289
"rusting",1,245
"rustle",4,190
"rustled",2,41
"rustler",4,16
"rustlers",1,21
"rustling",10,203
"rustproof",1,21
"rusty",8,3203
"rut",1,424
"rutabaga",1,83
"Ruth",23,4382
"Rutherford",1,1100
"ruthless",7,1169
"ruthlessness",3,110
"Ruth's",8,138
"ruts",2,159
"rutted",1,39
"Rwanda",NA,795
"Ryan",15,14349
"rye",4,1258
"Sabbath",2,2265
"sabbatical",NA,339
"retardation",3,389
"retarded",7,1402
"retarding",1,86
"retch",1,289
"retching",1,83
"retell",1,54
"retelling",2,434
"retention",12,1385
"retentive",2,403
"retentiveness",1,16
"rethink",2,1070
"reticence",NA,110
"reticent",NA,109
"retied",1,32
"retina",1,1021
"retinal",3,483
"retinue",1,72
"retire",9,2307
"retired",35,5896
"retirement",26,5383
"retirements",1,79
"retires",2,295
"retiring",8,772
"retold",1,174
"retool",NA,44
"retort",4,514
"retorted",3,230
"retouch",NA,51
"retouching",1,190
"retrace",1,492
"retraced",1,42
"retracing",1,70
"retract",NA,1322
"retracted",3,471
"retractile",NA,1
"retraction",1,444
"retraining",1,339
"retranslated",1,19
"retread",NA,77
"retreat",14,3082
"retreated",8,544
"retreating",5,396
"retreats",1,375
"retrenching",1,16
"retrial",NA,43
"retribution",4,1142
"retrieval",1,3990
"retrieve",2,8640
"retrieved",10,2613
"retriever",1,1774
"retrograde",3,306
"retrogress",NA,4
"retrospect",3,1426
"retroactive",NA,584
"retrogressive",1,42
"retrospection",NA,16
"retrospective",1,613
"retroversion",NA,1
"retrovision",1,0
"return",180,83751
"returned",115,23694
"returning",35,8369
"returns",34,18202
"Reuben",3,762
"reunion",11,2911
"reunions",1,217
"reunite",1,240
"reunited",2,404
"reuniting",1,77
"reupholstering",1,10
"reusable",NA,1170
"reuse",NA,2509
"rev",33,18429
"revaluation",1,24
"revalue",NA,13
"revamp",NA,260
"revamped",3,467
"revamping",1,238
"reveal",30,7720
"revealed",39,8947
"revealing",11,3697
"reveals",21,3526
"reveille",NA,15
"revel",3,562
"revelation",14,5986
"revelations",3,2142
"revelatory",1,46
"reveled",1,75
"reveling",1,107
"reveller",NA,2
"revellers",1,16
"revelling",1,76
"revellings",1,2
"revelry",1,68
"revels",1,138
"revenge",7,6026
"revenue",35,8363
"revenuers",1,8
"revenues",26,5157
"reverberant",NA,18
"reverberate",NA,42
"reverberated",2,69
"reverberation",1,1386
"reverberations",1,38
"revere",2,508
"revered",5,636
"reverence",5,745
"reverend",21,1856
"reverent",3,101
"reverential",NA,46
"reverently",1,78
"reverie",1,193
"reversal",2,2018
"reverse",18,20132
"reversed",8,3885
"reverses",2,490
"reversing",6,823
"reversibility",1,21
"reversible",6,689
"reversion",NA,115
"revert",3,1297
"reverted",2,443
"revery",1,14
"review",56,39843
"reviewed",13,5682
"reviewer",2,1700
"reviewers",2,1327
"reviewing",10,2735
"reviews",9,18903
"revile",NA,96
"reviled",1,268
"revise",5,2666
"revised",16,25426
"revising",1,589
"revision",8,8583
"revolted",1,220
"revolting",2,578
"revolts",2,259
"revisionism",NA,829
"revisionist",1,1250
"revisionists",NA,730
"revisions",9,2169
"revisited",1,753
"revitalization",NA,164
"revitalize",1,209
"revival",8,1931
"revivalism",2,21
"revivalist",NA,64
"revivals",5,168
"revive",8,1113
"revived",6,1174
"revivified",1,16
"revivify",NA,14
"reviving",2,394
"revocable",NA,72
"revoke",NA,552
"revoked",1,1076
"revolt",8,1820
"revocation",NA,427
"revolution",70,13497
"revolutionaries",1,710
"revolutionary",21,4988
"revolutionists",1,30
"revolutionize",NA,321
"revolutionized",3,248
"revolutions",7,999
"revolution's",1,50
"revolve",1,673
"revolved",4,280
"revolver",14,1173
"revolves",1,742
"revolving",6,823
"revue",NA,705
"revulsion",10,296
"revved",1,141
"reward",15,5347
"rewarded",3,2541
"rewarding",4,2269
"rewards",4,3213
"rewire",NA,139
"reword",NA,125
"rewrite",4,3314
"rewrites",1,334
"rewriting",2,1220
"rewritten",1,1633
"rewrote",NA,516
"Rex",5,3195
"rhapsodize",NA,22
"rhapsody",NA,403
"rhesus",NA,156
"rhetoric",5,4207
"rhetorical",NA,1608
"rhetoricians",1,15
"rheumatic",2,68
"rheumatics",1,1
"rheumatism",3,47
"rheumatoid",NA,262
"Rhine",7,494
"rhinestone",NA,69
"rhinestones",1,45
"rhino",NA,1897
"rhinoceros",3,117
"rhinos",2,165
"rhododendron",1,51
"rhomboid",NA,10
"rhombus",NA,29
"rhubarb",NA,386
"rhyme",3,1630
"rhymes",1,1057
"rhyming",1,374
"rhythm",22,4854
"rhythmic",11,867
"rhythmical",1,28
"rhythmically",2,369
"rhythms",12,1029
"rib",1,1205
"ribbed",NA,161
"ribbing",1,180
"ribbon",12,3592
"ribbons",6,984
"ribcage",1,117
"riboflavin",1,70
"ribonucleic",1,13
"ribs",11,1849
"rice",33,16535
"rich",74,36592
"Richard",71,57995
"Richard's",5,441
"richer",5,1975
"riches",2,1388
"richest",5,987
"richly",5,418
"Richmond",12,6701
"richness",5,552
"Rick",NA,21027
"rickets",NA,67
"rickettsia",1,142
"rickety",1,109
"Rickey's",1,6
"rickshaw",1,62
"ricochet",NA,232
"ricocheted",1,43
"rid",19,20179
"riddance",1,354
"ridden",6,1794
"ridding",2,217
"riddle",1,1311
"riddled",2,443
"riddles",2,374
"riddling",2,26
"ride",49,23593
"rider",16,7208
"riders",12,5805
"rider's",2,323
"rides",10,3950
"ridge",18,7146
"ridges",4,2733
"ridicule",5,1800
"ridiculed",2,786
"ridiculing",2,258
"ridiculous",19,10108
"riding",45,10836
"rife",NA,477
"riff",NA,1734
"riffle",1,75
"riffraff",NA,70
"rifle",63,8290
"rifled",1,232
"rifleman",4,228
"rifleman's",1,7
"riflemen",6,50
"riflemen's",1,5
"rifles",23,2851
"rifle's",1,62
"rifling",1,155
"rift",1,1865
"rig",5,3193
"rigged",3,774
"rigger",1,168
"riggers",1,49
"rigging",2,460
"right",613,388384
"righteous",5,4143
"rightfield",3,5
"rightful",4,908
"rightfully",3,1020
"righthander",1,14
"righteousness",6,4183
"righthandler",1,0
"rightist",1,298
"rightly",4,2179
"rightness",2,241
"rights",77,92824
"rightward",NA,57
"rigid",24,3135
"rigidity",NA,305
"rigidly",8,351
"rigmarole",NA,22
"rigorous",7,1624
"rigorously",4,423
"rigs",4,746
"rile",NA,162
"rim",5,3711
"rime",1,927
"rimless",1,11
"rimmed",2,130
"rims",1,1616
"rind",NA,407
"ring",47,44167
"ringed",2,239
"ringer",NA,406
"ringers",1,148
"ringing",10,1761
"ringings",1,3
"ringleader",NA,42
"ringler's",1,0
"ringlet",NA,0
"ringlets",1,57
"ringmaster",NA,79
"rings",6,9398
"ringside",1,351
"ringworm",NA,171
"rink",2,2015
"rinker",2,52
"rinse",6,1701
"rinsing",5,295
"Rio",4,4682
"riot",7,2286
"rioted",1,75
"rioters",2,122
"rioting",1,342
"riotous",2,89
"riots",1,1574
"rip",6,8026
"ripcord",NA,105
"ripe",14,1286
"ripen",NA,82
"ripened",2,49
"ripening",3,56
"ripped",6,6040
"ripping",3,2275
"ripple",5,829
"rippled",1,247
"ripples",5,494
"rippling",3,330
"ripsaw",NA,9
"riptide",NA,1054
"rise",102,14753
"risen",10,1765
"riser",NA,419
"rises",20,2534
"rising",62,8916
"risk",54,36284
"risked",4,460
"risking",1,1323
"risks",5,7648
"risky",3,2454
"risotto",NA,73
"risque",NA,254
"rite",8,2043
"rites",4,1262
"ritual",25,7773
"ritualism",NA,27
"ritualist",NA,2
"ritualistic",NA,283
"ritualized",1,92
"rituals",4,2773
"ritz",1,1517
"ritzy",NA,56
"rival",12,2348
"rivaled",2,97
"rivalled",1,30
"rivalries",3,256
"rivalry",6,883
"rivals",1,1221
"rival's",1,32
"river",165,27274
"riverbank",3,39
"riverbanks",2,8
"riverbed",NA,44
"riverboat",1,133
"rivers",17,4190
"riverside",10,2133
"riverside's",1,6
"riverview",1,122
"rivet",NA,292
"riveting",NA,189
"rivets",1,273
"reorientation",2,40
"reoriented",1,16
"rep",13,11138
"repaid",3,387
"repaint",NA,391
"repainting",2,128
"repair",20,13501
"repaired",11,2165
"repairing",2,1135
"repairmen",2,84
"repairs",8,2887
"reparable",NA,9
"reparation",1,128
"repast",NA,64
"repatriate",NA,69
"repatriation",NA,351
"repay",7,926
"repayable",2,11
"repayment",3,500
"repeal",7,2280
"repealed",3,906
"repeat",26,22045
"repeated",59,10161
"repeatedly",18,8060
"repeater",1,1691
"repeating",9,5165
"repeats",4,2468
"repel",8,633
"repelled",5,258
"repellent",1,247
"repels",1,98
"repent",3,1483
"repentance",2,644
"repentant",1,1307
"repercussion",NA,49
"repercussions",1,716
"repertoire",2,1047
"repertory",5,134
"repetition",13,1428
"repetitions",3,496
"repetitious",2,173
"repetitive",1,6043
"rephrased",1,259
"replace",30,27530
"replaced",42,20454
"replacement",21,15552
"replacements",2,2357
"replaces",6,2697
"replacing",9,7628
"replanted",1,28
"replay",NA,2554
"replenish",4,398
"replenished",2,196
"replenishment",1,94
"replete",1,387
"replica",1,1142
"replicate",NA,1053
"replication",1,1454
"replied",57,13533
"replies",10,49899
"reply",42,80908
"replying",1,6360
"reponses",1,297
"report",174,90838
"reported",119,31191
"reportedly",9,3788
"reporter",20,5542
"reporters",34,4271
"reporting",17,11711
"reports",84,49396
"repose",2,270
"reportorial",1,2
"reposed",1,28
"repositories",1,616
"repository",4,3608
"repossess",NA,26
"repossession",NA,15
"repot",NA,54
"reprehend",NA,1
"reprehensible",2,721
"represent",38,21567
"representation",18,8759
"representational",2,165
"representations",10,1776
"representative",47,15950
"representatives",41,12459
"represented",56,9192
"representing",30,5896
"represents",39,10462
"repress",1,299
"repressed",3,1158
"repression",6,2067
"repressions",1,48
"repressive",2,861
"reprieve",2,179
"reprimand",NA,260
"reprimanded",2,244
"reprint",NA,2890
"reprinted",2,3055
"reprints",3,1297
"reprisal",3,212
"reprisals",2,212
"reprise",NA,906
"reproach",3,288
"reproaches",1,32
"reproachful",NA,10
"reprobate",1,77
"reprobating",1,0
"reproduce",7,4658
"reproduced",7,2834
"reproduces",3,237
"reproducible",5,477
"reproducibilities",1,0
"reproducibility",1,56
"reproducibly",1,25
"reproducing",2,818
"reproduction",6,4137
"reproductions",2,523
"reproductive",1,2008
"reproof",1,47
"reprove",NA,32
"reprovingly",1,1
"reps",3,2966
"reptile",NA,1224
"reptilian",NA,363
"republic",43,17582
"Republican",54,17910
"republicanism",4,210
"Republicans",29,14119
"republics",6,1710
"repudiate",1,241
"repudiated",3,151
"repudiating",1,68
"repudiation",4,144
"repugnance",1,57
"repugnant",1,616
"repulse",NA,125
"repulsed",1,324
"repulsion",1,236
"repulsions",2,2
"repulsive",4,748
"reputable",7,3319
"reputation",27,9145
"reputations",1,908
"reputation's",1,1
"repute",2,169
"reputed",5,690
"reputedly",4,216
"request",49,66648
"requested",12,13787
"requesting",8,5437
"requests",14,24625
"requiem",NA,665
"require",86,46963
"required",182,88963
"requirement",27,14019
"requirements",83,55501
"requires",57,46800
"requiring",16,8352
"requisite",NA,1020
"requisites",1,72
"requisition",1,1002
"requisitioned",2,26
"requital",NA,10
"reread",4,1772
"rerun",NA,1013
"resale",2,1381
"rescind",2,261
"rescinded",1,248
"rescript",NA,29
"rescue",15,11324
"rescued",6,1548
"rescuer",NA,82
"rescuing",2,486
"resealed",1,89
"research",171,126031
"researchable",1,16
"researcher",3,3499
"researchers",4,9033
"researches",1,432
"researching",1,3944
"reseat",NA,85
"resemblance",13,2097
"resemble",8,2352
"resembled",8,707
"resembles",9,1958
"resembling",2,1382
"resent",8,1894
"resented",8,290
"resentful",3,310
"resentment",18,1346
"reservations",9,5697
"reserve",37,26384
"reserved",27,15567
"reservation",8,3656
"reserves",5,3554
"reserving",4,478
"reservoir",10,1635
"reservoirs",3,577
"reset",NA,11018
"resettle",NA,64
"resettlement",1,389
"resettling",1,22
"reshaped",1,227
"reshapes",1,11
"reshuffle",NA,142
"reside",2,3169
"resided",3,449
"residence",29,4276
"residences",2,370
"residency",NA,3526
"resident",13,9664
"resins",2,399
"resiny",1,1
"resist",22,8016
"residential",45,3345
"residentially",1,64
"residents",20,8432
"resides",4,2225
"residing",6,1465
"residual",1,2838
"residue",8,1206
"residues",3,423
"resifted",1,0
"resign",2,1608
"resignation",7,1452
"resignations",1,101
"resigned",9,1836
"resignedly",1,51
"resigning",1,234
"resigns",1,159
"resilience",1,397
"resilient",NA,251
"resin",9,1314
"resinlike",1,0
"resinous",NA,18
"resistance",48,11972
"resistances",1,212
"resistant",5,30959
"resisted",9,1199
"resistible",NA,7
"resisting",4,1053
"resistive",1,287
"resistor",3,2619
"resistors",7,1488
"resists",1,520
"resole",NA,16
"resolute",4,165
"resolutely",2,181
"resolution",64,23758
"resolutions",6,4406
"resolve",13,9405
"resolved",21,6517
"resolves",3,1155
"resolving",3,1889
"resonance",14,1324
"resonances",3,200
"resonant",4,724
"resonate",NA,278
"resort",12,8927
"resorted",5,870
"resorting",3,1253
"resorts",1,1796
"resound",NA,64
"resounding",2,608
"resounds",1,24
"resource",9,31910
"resourceful",3,435
"resourcefully",1,2
"resourcefulness",2,125
"resources",72,61893
"respect",125,37713
"respectability",5,262
"respectable",21,1978
"respected",11,6766
"respectful",4,1183
"respecting",5,1672
"respective",19,6596
"respectively",31,5932
"respects",22,2856
"respiration",2,283
"respirator",NA,142
"respirators",1,18
"respiratory",17,1208
"respire",NA,36
"respite",2,282
