"POS","ID","PosScore","NegScore","SynsetTerms"
"n",6841873,0,0,"ampersand"
"n",6841987,0,0,"apostrophe"
"n",6842165,0,0,"brace"
"n",6842290,0,0,"square_bracket bracket"
"n",6842452,0,0,"bracket angle_bracket"
"n",6842660,0,0,"colon"
"n",6842852,0,0,"comma"
"n",6843017,0,0,"exclamation_point exclamation_mark"
"n",6843148,0,0,"hyphen dash"
"n",6843393,0,0,"parenthesis"
"n",6843520,0,0,"stop point9 period full_stop full_point"
"n",6843838,0,0,"suspension_point"
"n",6844040,0,0,"question_mark interrogation_point"
"n",6844199,0,0,"quote quotation_mark inverted_comma"
"n",6844427,0,0,"single_quote"
"n",6844509,0,0,"double_quotes"
"n",6844594,0,0.5,"scare_quote"
"n",6844739,0,0,"semicolon"
"n",6844903,0,0,"virgule stroke solidus slash separatrix diagonal"
"n",6845076,0,0,"swung_dash"
"n",6845199,0,0,"company_name"
"n",6845303,0,0,"domain_name"
"n",6845599,0,0,"trade_name marque brand_name brand"
"n",6851516,0,0,"recording_label label"
"n",6851742,0,0,"trademark"
"n",6855035,0,0,"hallmark authentication assay-mark"
"n",6855207,0,0,"stamp impression"
"n",6855432,0,0,"imprint embossment"
"n",6855563,0,0,"imprint"
"n",6855817,0,0,"stamp revenue_stamp"
"n",6855985,0,0,"seal"
"n",6856189,0,0,"tefillin phylactery"
"n",6856487,0,0.125,"white_feather"
"n",6856568,0,0,"scale musical_scale"
"n",6856884,0,0,"tucket flourish fanfare"
"n",6857122,0,0,"glissando"
"n",6857264,0,0,"swoop slide"
"n",6857487,0,0,"gamut"
"n",6857591,0,0,"roulade"
"n",6857726,0,0,"tonic keynote"
"n",6857867,0,0,"supertonic"
"n",6857986,0,0,"mediant"
"n",6858144,0,0,"subdominant"
"n",6858266,0,0,"dominant"
"n",6858384,0,0,"submediant"
"n",6858539,0,0,"subtonic leading_tone"
"n",6858674,0,0,"pedal_point pedal"
"n",6858779,0,0.125,"musical_interval interval"
"n",6859056,0,0,"whole_tone whole_step tone step"
"n",6859175,0,0,"semitone half_step"
"n",6859309,0,0,"quarter_tone quarter-tone"
"n",6859401,0,0,"octave musical_octave"
"n",6859504,0,0,"third"
"n",6859674,0,0,"fourth"
"n",6859800,0,0,"fifth"
"n",6859925,0,0,"sixth"
"n",6860049,0,0,"seventh"
"n",6860177,0,0,"trill shake"
"n",6860323,0,0,"diatonic_scale"
"n",6860481,0,0,"medieval_mode gregorian_mode ecclesiastical_mode church_mode"
"n",6860699,0,0,"greek_mode"
"n",6860826,0,0,"major_scale major_diatonic_scale"
"n",6861020,0,0,"minor_scale minor_diatonic_scale"
"n",6861196,0,0,"chromatic_scale"
"n",6861315,0,0,"gapped_scale"
"n",6861435,0,0,"pentatonic_scale pentatone"
"n",6861630,0,0,"musical_mode mode"
"n",6861860,0,0,"stave staff"
"n",6862059,0,0,"staff_line"
"n",6862202,0,0,"space"
"n",6862399,0,0,"leger_line ledger_line"
"n",6862562,0,0,"clef"
"n",6862805,0,0,"treble_staff treble_clef g_clef"
"n",6862954,0,0,"f_clef bass_clef"
"n",6863086,0,0,"viola_clef alto_clef"
"n",6863209,0,0,"c_clef"
"n",6863326,0,0,"soprano_clef"
"n",6863442,0,0,"tenor_clef"
"n",6863618,0,0,"signature key_signature"
"n",6863751,0,0,"tonality key"
"n",6864014,0,0.25,"atonality atonalism"
"n",6864192,0.125,0,"major_mode major_key"
"n",6864308,0,0,"minor_mode minor_key"
"n",6864407,0,0,"tonic_key home_key"
"n",6864524,0,0,"time_signature musical_time_signature"
"n",6864725,0,0,"measure bar"
"n",6864900,0,0,"double_bar"
"n",6865049,0,0,"alla_breve"
"n",6865177,0,0,"rest"
"n",6865345,0,0,"tone note musical_note"
"n",6865953,0,0,"slur"
"n",6866124,0,0,"tie"
"n",6866332,0,0,"c0"
"n",6866442,0.125,0,"scale_of_c_major c_major_scale c_major"
"n",6866599,0,0,"sharp"
"n",6866757,0,0,"double_sharp"
"n",6866919,0,0,"flat"
"n",6867057,0,0,"double_flat"
"n",6867218,0,0,"natural cancel"
"n",6867345,0,0.125,"accidental"
"n",6867510,0,0,"fermata"
"n",6867675,0,0,"solmization solmisation"
"n",6867880,0,0,"tonic_solfa solfa"
"n",6868043,0,0,"solfa_syllable"
"n",6868309,0,0,"ut doh do"
"n",6868445,0,0,"re ray"
"n",6868582,0,0,"mi"
"n",6868709,0,0,"fa"
"n",6868844,0,0,"sol soh so"
"n",6868986,0,0,"lah la"
"n",6869129,0,0,"ti te si"
"n",6869271,0,0,"segno"
"n",6869428,0,0,"sforzando"
"n",6869610,0,0,"arpeggio"
"n",6869742,0,0,"sforzando"
"n",6869815,0,0,"middle_c"
"n",6869951,0,0.125,"chord"
"n",6870211,0,0,"triad common_chord"
"n",6870349,0,0,"seventh_chord"
"n",6870437,0,0,"passing_tone passing_note"
"n",6870576,0,0,"whole_note semibreve"
"n",6870726,0,0,"whole_rest"
"n",6870844,0,0,"minim half_note"
"n",6870965,0,0,"half_rest"
"n",6871127,0,0,"quarter_note crotchet"
"n",6871262,0,0,"quarter_rest"
"n",6871384,0,0,"quaver eighth_note"
"n",6871534,0,0,"sixteenth_note semiquaver"
"n",6871675,0,0,"thirty-second_note demisemiquaver"
"n",6871828,0,0,"sixty-fourth_note hemidemisemiquaver"
"n",6871983,0,0,"grace_note appoggiatura acciaccatura"
"n",6872122,0.125,0.125,"singing_voice"
"n",6872354,0,0,"basso bass_voice bass"
"n",6872479,0,0,"basso_profundo"
"n",6872562,0,0,"baritone_voice baritone"
"n",6872676,0,0,"tenor_voice tenor"
"n",6872785,0,0,"countertenor alto"
"n",6872905,0,0,"contralto alto"
"n",6873017,0,0,"mezzo-soprano mezzo"
"n",6873139,0,0,"soprano"
"n",6873252,0,0,"visual_communication"
"n",6873571,0,0,"visual_signal"
"n",6873927,0,0,"watch_fire"
"n",6874019,0,0,"light4"
"n",6874185,0,0,"traffic_signal traffic_light stoplight"
"n",6874391,0,0,"green_light go-ahead"
"n",6874497,0,0,"red_light"
"n",6874571,0.125,0.125,"warning_light red_light"
"n",6874688,0,0,"idiot_light"
"n",6874837,0,0,"yellow_light"
"n",6874930,0,0,"flash flare"
"n",6875094,0,0,"signal_flag flag"
"n",6875288,0.125,0,"pennant"
"n",6875392,0,0,"nautical_signal_flag code_flag"
"n",6875552,0,0,"blue_peter"
"n",6875697,0,0,"signing sign_language"
"n",6875883,0,0,"fingerspelling finger_spelling"
"n",6876007,0,0,"asl american_sign_language"
"n",6876144,0,0,"sign"
"n",6876309,0,0,"motion gesture"
"n",6876771,0,0,"gesticulation"
"n",6876892,0,0,"body_language"
"n",6877008,0,0,"beck"
"n",6877078,0,0,"facial_gesture facial_expression"
"n",6877381,0,0.125,"gape"
"n",6877509,0,0,"rictus"
"n",6877578,0,0,"grimace face"
"n",6877742,0,0.125,"wry_face pout moue"
"n",6877849,0,0.625,"scowl frown"
"n",6877990,0,0.25,"simper"
"n",6878071,0.125,0,"smiling smile grinning grin"
"n",6878404,0,0,"laugh"
"n",6878580,0.25,0.625,"smirk"
"n",6878706,0,0.25,"snarl"
"n",6878803,0.125,0.375,"straight_face"
"n",6878934,0,0,"wink"
"n",6879056,0,0.25,"wince"
"n",6879180,0.5,0,"demonstration demo"
"n",6879521,0,0,"show display"
"n",6879766,0,0,"eye_contact"
"n",6880013,0,0,"big_stick"
"n",6880134,0,0.25,"pomp gaudery"
"n",6880249,0,0,"reflexion reflection manifestation expression"
"n",6880533,0.5,0,"illustration exemplification"
"n",6880664,0,0,"emblem allegory"
"n",6881224,0,0,"cupid"
"n",6881360,0,0,"donkey"
"n",6881494,0,0,"dove"
"n",6881563,0,0,"eagle"
"n",6881662,0,0,"elephant"
"n",6881798,0,0,"fasces"
"n",6882009,0,0,"national_flag ensign"
"n",6882138,0,0,"hammer_and_sickle"
"n",6882244,0,0,"red_flag"
"n",6882333,0,0,"star_of_david solomon's_seal shield_of_david mogen_david magen_david"
"n",6882561,0,0,"badge"
"n",6882953,0,0,"merit_badge"
"n",6883073,0,0,"insignia"
"n",6883274,0,0,"paschal_lamb agnus_dei"
"n",6883383,0,0,"maple-leaf"
"n",6883460,0,0.125,"medallion"
"n",6883565,0,0,"spread_eagle"
"n",6883725,0,0,"swastika hakenkreuz"
"n",6883956,0,0,"mantle"
"n",6884097,0,0,"crown"
"n",6884337,0,0,"british_crown"
"n",6884520,0,0,"caduceus"
"n",6884670,0,0,"insignia_of_rank"
"n",6884790,0,0,"shoulder_flash"
"n",6884954,0,0,"service_stripe hashmark hash_mark"
"n",6885083,0,0,"identification"
"n",6885389,0,0,"positive_identification"
"n",6885906,0,0.25,"negative_identification"
"n",6886273,0,0,"facial_profiling"
"n",6886488,0,0,"fingerprint"
"n",6886655,0,0,"linguistic_profiling"
"n",6886818,0,0,"profiling"
"n",6887055,0,0,"green_card"
"n",6887278,0,0,"id i.d."
"n",6887441,0,0,"pin_number pin personal_identification_number"
"n",6887599,0,0,"projection"
"n",6887726,0,0,"display"
"n",6887962,0.25,0,"acting_out"
"n",6888174,0.125,0,"array"
"n",6888345,0,0,"viewing showing screening"
"n",6888506,0,0,"preview"
"n",6888674,0,0,"trailer prevue preview"
"n",6888848,0,0,"sneak_preview"
"n",6888944,0,0,"sight"
"n",6889138,0.125,0,"spectacle"
"n",6889330,0,0,"ostentation flash fanfare"
"n",6889591,0.125,0,"bravado bluster"
"n",6889701,0.375,0,"exhibitionism"
"n",6889875,0.25,0,"ritz"
"n",6890000,0,0.5,"splurge"
"n",6890128,0.125,0.375,"pedantry"
"n",6890254,0,0,"flourish brandish"
"n",6890373,0,0,"flourish"
"n",6890470,0.125,0,"flourish"
"n",6890577,0,0,"flourish"
"n",6890688,0,0,"paraph"
"n",6890846,0,0,"flaunt"
"n",6891022,0,0,"presentation"
"n",6891339,0,0,"unveiling"
"n",6891493,0.125,0,"public_presentation performance"
"n",6892016,0,0,"turn0 routine number bit act"
"n",6892358,0,0,"stopper showstopper show-stopper"
"n",6892534,0,0,"benefit"
"n",6892657,0.625,0,"benefit_concert"
"n",6892775,0,0,"concert"
"n",6892979,0,0,"rock_concert"
"n",6893065,0.25,0,"pianism"
"n",6893183,0,0,"play_reading"
"n",6893285,0,0,"premiere"
"n",6893441,0,0,"recital"
"n",6893565,0.125,0,"rendition rendering"
"n",6893772,0,0,"song_and_dance"
"n",6893885,0.125,0,"theatrical_performance theatrical representation histrionics"
"n",6894111,0.125,0,"matinee"
"n",6894243,0.125,0,"spectacular"
"n",6894371,0,0,"world_premiere"
"n",6894544,0,0,"artificial_language"
"n",6895176,0,0,"antido"
"n",6895266,0,0,"arulo"
"n",6895396,0,0,"basic_english"
"n",6895601,0,0,"blaia_zimondal"
"n",6895684,0,0,"esperantido"
"n",6895791,0,0,"esperanto"
"n",6895940,0,0,"europan"
"n",6896059,0,0,"idiom_neutral"
"n",6896304,0,0,"interlingua"
"n",6896500,0,0,"ido"
"n",6896623,0,0,"latinesce"
"n",6896716,0,0,"latino"
"n",6896856,0,0,"latino_sine_flexione"
"n",6896961,0,0,"lingualumina"
"n",6897042,0,0,"lingvo_kosmopolita"
"n",6897129,0,0,"monario"
"n",6897205,0,0,"nov-esperanto"
"n",6897306,0,0,"novial"
"n",6897381,0,0,"nov-latin"
"n",6897474,0,0,"occidental"
"n",6897553,0,0,"optez"
"n",6897627,0,0,"pasigraphy"
"n",6897797,0,0,"ro"
"n",6897976,0,0,"romanal"
"n",6898052,0,0,"solresol"
"n",6898129,0,0,"volapuk"
"n",6898352,0,0,"programming_language programing_language"
"n",6898794,0,0,"algebraic_language"
"n",6898972,0,0,"algorithmic_language"
"n",6899110,0,0,"problem-oriented_language application-oriented_language"
"n",6899310,0,0,"assembly_language"
"n",6899446,0,0,"search_language query_language command_language"
"n",6899633,0,0,"machine_language machine-oriented_language computer_language computer-oriented_language"
"n",6899845,0,0,"high-level_language"
"n",6900005,0,0,"job-control_language"
"n",6900156,0,0,"metalanguage"
"n",6900282,0,0,"multidimensional_language"
"n",6900507,0,0,"target_language object_language"
"n",6900684,0,0,"object-oriented_programming_language object-oriented_programing_language"
"n",6901053,0,0,"java"
"n",6901163,0,0,"one-dimensional_language"
"n",6901333,0.25,0,"stratified_language"
"n",6901471,0,0,"syntax_language"
"n",6901591,0,0,"unstratified_language"
"n",6901764,0,0,"algol"
"n",6901936,0,0,"list-processing_language lisp"
"n",6902109,0,0,"lisp_program"
"n",6902193,0,0,"prolog logic_programming logic_programing"
"n",6902362,0,0,"fortran"
"n",6902521,0,0,"fortran_program"
"n",6902611,0,0,"cobol"
"n",6902696,0,0,"c"
"n",6902831,0,0,"c_program"
"n",6902909,0,0,"basic"
"n",6903115,0,0,"pascal"
"n",6903255,0.125,0,"upgrade"
"n",6903396,0,0,"native_language"
"n",6903519,0,0,"indigenous_language"
"n",6903699,0,0,"substratum substrate"
"n",6903972,0,0,"superstratum superstrate"
"n",6904171,0,0,"tongue natural_language"
"n",6904748,0,0,"mother_tongue maternal_language first_language"
"n",6904943,0,0,"tone_language tonal_language"
"n",6905141,0,0,"contour_language"
"n",6905243,0,0,"register_language"
"n",6905358,0,0,"creole"
"n",6905513,0,0,"haitian_creole"
"n",6905680,0,0,"pidgin"
"n",6905828,0,0,"oregon_jargon chinook_jargon"
"n",6906028,0,0,"sango"
"n",6906116,0,0,"lingua_franca koine interlanguage"
"n",6906439,0,0,"indian amerindian_language amerind american_indian american-indian_language"
"n",6906971,0,0,"algonquin algonquian_language algonquian"
"n",6907567,0,0,"attacapan attacapa atakapan atakapa"
"n",6907728,0,0,"athapaskan_language athapaskan athapascan athabaskan athabascan"
"n",6908048,0,0,"abnaki"
"n",6908159,0,0,"algonkin algonkian"
"n",6908291,0,0,"arapahoe arapaho"
"n",6908401,0,0,"biloxi"
"n",6908494,0,0,"blackfoot"
"n",6908605,0,0,"catawba"
"n",6908700,0,0,"cheyenne"
"n",6908801,0,0,"chiwere"
"n",6908968,0,0,"ioway iowa"
"n",6909079,0,0,"missouri"
"n",6909190,0,0,"otoe oto"
"n",6909298,0,0,"cree"
"n",6909391,0,0,"crow"
"n",6909478,0,0,"dakota"
"n",6909571,0,0,"delaware"
"n",6909672,0,0,"dhegiha"
"n",6909848,0,0,"fox"
"n",6909932,0,0,"hidatsa gros_ventre"
"n",6910039,0,0,"hunkpapa"
"n",6910134,0,0,"illinois"
"n",6910238,0,0,"haida"
"n",6910323,0,0,"kansas kansa"
"n",6910423,0,0,"kickapoo"
"n",6910517,0,0,"maleseet malecite"
"n",6910639,0,0,"massachusetts massachuset"
"n",6910755,0,0,"menomini menominee"
"n",6910868,0,0,"micmac"
"n",6910958,0,0,"mohican mahican"
"n",6911067,0,0,"nanticoke"
"n",6911180,0,0,"ofo"
"n",6911265,0,0,"oglala ogalala"
"n",6911366,0,0,"ojibway ojibwa chippewa"
"n",6911484,0,0,"omaha"
"n",6911575,0,0,"osage"
"n",6911666,0,0,"pamlico"
"n",6911758,0,0,"ponka ponca"
"n",6911857,0,0,"potawatomi"
"n",6911962,0,0,"powhatan"
"n",6912056,0,0,"quapaw"
"n",6912149,0,0,"shawnee"
"n",6912248,0,0,"alabama"
"n",6912340,0,0,"chickasaw"
"n",6912436,0,0,"choctaw chahta"
"n",6912537,0,0,"hitchiti"
"n",6912638,0,0,"koasati"
"n",6912737,0,0,"muskogee"
"n",6912838,0,0,"santee"
"n",6912931,0,0,"seminole"
"n",6913025,0,0,"tlingit"
"n",6913121,0,0,"tutelo"
"n",6913214,0,0,"winnebago"
"n",6913313,0,0,"muskogean_language muskogean muskhogean_language muskhogean"
"n",6913635,0,0,"na-dene"
"n",6913768,0,0,"mosan"
"n",6913948,0,0,"chemakuan"
"n",6914069,0,0,"chemakum"
"n",6914167,0,0,"salishan salish"
"n",6914331,0,0,"skagit"
"n",6914423,0,0,"wakashan_language wakashan"
"n",6914612,0,0,"kwakiutl"
"n",6914709,0,0,"nootka"
"n",6914802,0,0,"shoshone"
"n",6914930,0,0,"comanche"
"n",6915031,0,0,"hopi"
"n",6915124,0,0,"paiute"
"n",6915221,0,0,"ute"
"n",6915313,0,0,"shoshonian_language shoshonian shoshonean_language shoshonean"
"n",6915601,0,0,"caddoan_language caddoan caddo"
"n",6915821,0,0,"arikara aricara"
"n",6915927,0,0,"pawnee"
"n",6916021,0,0,"wichita"
"n",6916117,0,0,"cherokee"
"n",6916217,0,0,"cayuga"
"n",6916313,0,0,"mohawk"
"n",6916409,0,0,"seneca"
"n",6916505,0,0,"oneida"
"n",6916601,0,0,"onondaga"
"n",6916701,0,0,"tuscarora"
"n",6916803,0,0,"iroquois iroquoian_language iroquoian"
"n",6917083,0,0,"quechuan_language quechuan quechua kechuan kechua"
"n",6917280,0,0,"guarani"
"n",6917392,0,0,"maraco maracan_language"
"n",6917497,0,0,"tupi"
"n",6917602,0,0,"tupi-guarani_language tupi-guarani"
"n",6917764,0,0,"arawakan arawak"
"n",6917926,0,0,"caribbean_language carib"
"n",6918042,0,0,"eskimo-aleut_language eskimo-aleut"
"n",6918215,0,0,"esquimau eskimo"
"n",6918312,0,0,"aleut"
"n",6918396,0,0,"uto-aztecan_language uto-aztecan"
"n",6918640,0,0,"pima"
"n",6918734,0,0,"aztecan"
"n",6918832,0,0,"nahuatl"
"n",6918932,0,0,"cahita"
"n",6919023,0,0,"tatahumara"
"n",6919122,0,0,"zapotecan zapotec"
"n",6919215,0,0,"mayan_language mayan maya"
"n",6919433,0,0,"apache"
"n",6919548,0,0,"chiricahua_apache"
"n",6919630,0,0,"san_carlos_apache"
"n",6919712,0,0,"navajo navaho"
"n",6919818,0,0,"hupa"
"n",6919911,0,0,"mattole"
"n",6920010,0,0,"chippewyan chippewaian chipewyan"
"n",6920129,0,0,"siouan_language siouan"
"n",6920497,0,0,"tanoan_language tanoan"
"n",6920665,0,0,"kiowa"
"n",6920756,0,0,"hokan hoka"
"n",6920994,0,0,"chimariko"
"n",6921092,0,0,"esselen"
"n",6921186,0,0,"kulanapan"
"n",6921300,0,0,"pomo"
"n",6921392,0,0,"quoratean"
"n",6921506,0,0,"karok"
"n",6921593,0,0,"shastan"
"n",6921755,0,0,"achomawi"
"n",6921853,0,0,"atsugewi"
"n",6921951,0,0,"shasta"
"n",6922045,0,0,"yuman"
"n",6922389,0,0,"akwa'ala"
"n",6922485,0,0,"cochimi"
"n",6922579,0,0,"cocopah cocopa"
"n",6922681,0,0,"diegueno"
"n",6922777,0,0,"havasupai"
"n",6922875,0,0,"kamia"
"n",6922965,0,0,"kiliwi kiliwa"
"n",6923066,0,0,"maricopa"
"n",6923182,0,0,"mojave mohave"
"n",6923283,0,0,"walapai hualpai hualapai"
"n",6923398,0,0,"yavapai"
"n",6923492,0,0,"yuma"
"n",6923580,0,0,"yanan"
"n",6923704,0,0,"yahi"
"n",6923792,0,0,"yana"
"n",6923880,0,0,"penutian"
"n",6924214,0,0,"copehan"
"n",6924376,0,0,"patwin"
"n",6924468,0,0,"wintun"
"n",6924560,0,0,"costanoan"
"n",6924659,0,0,"yokuts mariposan"
"n",6924790,0,0,"moquelumnan miwok"
"n",6924895,0,0,"pujunan maidu"
"n",6924996,0,0,"chinookan chinook"
"n",6925103,0,0,"kalapuyan kalapooian"
"n",6925214,0,0,"kusan"
"n",6925305,0,0,"shahaptian sahaptin"
"n",6925435,0,0,"nez_perce"
"n",6925538,0,0,"takilman takelma"
"n",6925644,0,0,"tsimshian"
"n",6925743,0,0,"kekchi"
"n",6925833,0,0,"mam"
"n",6925917,0,0,"yucateco yucatec"
"n",6926020,0,0,"quiche"
"n",6926112,0,0,"cakchiquel"
"n",6926212,0,0,"altaic_language altaic"
"n",6926458,0,0,"turko-tatar turkic_language turkic turki"
"n",6926798,0,0,"turkish"
"n",6926889,0,0,"turkoman turkmen turcoman"
"n",6927007,0,0,"azerbaijani"
"n",6927128,0,0,"kazakh kazak"
"n",6927228,0,0,"tatar"
"n",6927363,0,0,"uzbek uzbeg uzbak usbek usbeg"
"n",6927486,0,0,"uygur uigur uighur"
"n",6927645,0,0,"yakut"
"n",6927736,0,0,"kirgiz kirghiz khirghiz"
"n",6927851,0,0,"karakalpak"
"n",6927952,0,0,"chuvash"
"n",6928047,0,0,"jaghatai jagatai eastern_turki chagatai"
"n",6928234,0,0,"chukchi_language chukchi"
"n",6928430,0,0,"tungusic_language tungusic"
"n",6928610,0,0,"tunguz tungus ewenki evenki"
"n",6928744,0,0,"manchu"
"n",6928839,0,0,"mongolic_language mongolic mongolian"
"n",6929008,0,0,"khalkha khalka kalka"
"n",6929171,0,0,"korean"
"n",6929279,0,0,"japanese"
"n",6929459,0,0,"ryukyuan"
"n",6929618,0,0,"sinitic_language sinitic"
"n",6929742,0,0,"chinese"
"n",6930093,0,0,"mandarin_dialect mandarin_chinese mandarin beijing_dialect"
"n",6930298,0,0,"wu_dialect wu shanghai_dialect"
"n",6930427,0,0,"yue_dialect yue cantonese_dialect cantonese"
"n",6930633,0,0,"taiwanese min_dialect min hokkianese fukkianese fukien amoy"
"n",6930804,0,0,"hakka_dialect hakka"
"n",6930934,0,0,"sino-tibetan_language sino-tibetan"
"n",6931199,0,0,"tibeto-burman_language tibeto-burman"
"n",6931499,0,0,"qiangic qiang"
"n",6931605,0,0,"baic bai"
"n",6931724,0,0,"himalayish"
"n",6931891,0,0,"kamarupan"
"n",6932130,0,0,"karenic karen"
"n",6932265,0,0,"lolo-burmese burmese-yi"
"n",6932435,0,0,"burmese"
"n",6932537,0,0,"loloish"
"n",6932734,0,0,"lisu"
"n",6932803,0,0,"hani akha"
"n",6932879,0,0,"lahu"
"n",6932948,0,0,"yi lolo"
"n",6933022,0,0,"kachinic kachin"
"n",6933185,0,0,"jinghpo jinghpaw chingpo"
"n",6933279,0,0,"kuki-chin kuki chin"
"n",6933429,0,0,"naga"
"n",6933546,0,0,"mikir-meithei"
"n",6933689,0,0,"bodo-garo barish"
"n",6933824,0,0,"mirish miri dafla abor"
"n",6933931,0,0,"tibetan"
"n",6934020,0,0,"newari"
"n",6934132,0,0,"kam-tai kadai_language kadai"
"n",6934309,0,0,"kam-sui"
"n",6934389,0,0,"tai"
"n",6934848,0,0,"white_tai"
"n",6934933,0,0,"red_tai"
"n",6935016,0,0,"tai_dam black_tai"
"n",6935111,0,0,"tai_nuea dehong_dai chinese_shan"
"n",6935223,0,0,"tai_long shan"
"n",6935314,0,0,"xishuangbanna_dai tai_lue"
"n",6935417,0,0,"tai_yuan kam_muang"
"n",6935513,0,0,"khuen"
"n",6935594,0,0,"lao"
"n",6935741,0,0,"khamti"
"n",6935823,0,0,"southern_tai"
"n",6935911,0,0,"tay"
"n",6935990,0,0,"nung"
"n",6936070,0,0,"tho"
"n",6936149,0,0,"thai siamese central_thai"
"n",6936290,0,0,"buyi bouyei"
"n",6936379,0,0,"zhuang"
"n",6936461,0,0,"yay"
"n",6936540,0,0,"saek"
"n",6936620,0,0,"munda-mon-khmer austro-asiatic_language austro-asiatic"
"n",6936823,0,0,"munda"
"n",6936948,0,0,"mon-khmer"
"n",6937098,0,0,"miao hmong_language hmong"
"n",6937229,0,0,"vietnamese annamite annamese"
"n",6937348,0,0,"khmer"
"n",6937441,0,0,"mon"
"n",6937531,0,0,"austronesian_language austronesian"
"n",6937768,0,0,"polynesian malayo-polynesian"
"n",6937985,0,0,"oceanic eastern_malayo-polynesian"
"n",6938190,0,0,"tongan"
"n",6938294,0,0,"tahitian"
"n",6938386,0,0,"maori"
"n",6938493,0,0,"hawaiian"
"n",6938623,0,0,"fijian"
"n",6938729,0,0,"western_malayo-polynesian"
"n",6938887,0,0,"malay"
"n",6939051,0,0,"malaysian bahasa_melayu bahasa_malaysia bahasa_kebangsaan"
"n",6939198,0,0,"indonesian bahasa_indonesia bahasa"
"n",6939431,0,0,"javanese"
"n",6939542,0,0,"sundanese"
"n",6939656,0,0,"balinese"
"n",6939756,0,0,"philippine filipino"
"n",6940001,0,0,"tagalog"
"n",6940109,0,0,"cebuano cebuan"
"n",6940290,0,0,"australian aboriginal_australian"
"n",6940502,0,0,"jirrbal dyirbal"
"n",6940601,0,0,"warlpiri walbiri"
"n",6940701,0,0,"formosan"
"n",6940854,0,0,"tayalic atayalic"
"n",6940969,0,0,"tsouic"
"n",6941041,0,0,"paiwanic"
"n",6941115,0,0,"papuan_language papuan"
"n",6941341,0,0,"khoisan_language khoisan"
"n",6941479,0,0,"khoikhoin khoikhoi hottentot"
"n",6941644,0,0,"indo-hittite indo-european_language indo-european"
"n",6942094,0,0,"proto-indo_european pie"
"n",6942252,0,0,"albanian"
"n",6942419,0,0,"gheg_dialect gheg"
"n",6942550,0,0,"tosk_dialect tosk"
"n",6942699,0,0,"armenian_language armenian"
"n",6942874,0,0,"illyrian"
"n",6943027,0,0,"thraco-phrygian"
"n",6943221,0,0,"thracian"
"n",6943378,0,0,"phrygian"
"n",6943558,0,0,"balto-slavonic balto-slavic_language balto-slavic"
"n",6943771,0,0,"slavonic_language slavonic slavic_language slavic"
"n",6944156,0,0,"old_church_slavonic old_church_slavic old_bulgarian church_slavic"
"n",6944348,0,0,"russian"
"n",6944480,0,0,"white_russian byelorussian belarusian"
"n",6944623,0,0,"ukrainian"
"n",6944720,0,0,"polish"
"n",6944820,0,0,"slovak"
"n",6944911,0,0,"czech"
"n",6945010,0,0,"slovene"
"n",6945095,0,0,"serbo-croatian serbo-croat"
"n",6945344,0,0,"sorbian lusatian"
"n",6945473,0,0,"macedonian"
"n",6945569,0,0,"bulgarian"
"n",6945679,0,0,"baltic_language baltic"
"n",6946017,0,0,"old_prussian"
"n",6946199,0,0,"lithuanian"
"n",6946355,0,0,"lettish latvian"
"n",6946497,0,0,"germanic_language germanic"
"n",6946823,0,0,"west_germanic_language west_germanic"
"n",6947032,0,0,"english_language english"
"n",6947479,0,0,"american_language american_english american"
"n",6947658,0,0,"ebonics black_vernacular_english black_vernacular black_english_vernacular black_english african_american_vernacular_english african_american_english aave"
"n",6948017,0,0,"cockney"
"n",6948149,0,0,"geordie"
"n",6948260,0,0,"queen's_english king's_english"
"n",6948396,0.125,0,"received_pronunciation"
"n",6948761,0,0,"middle_english"
"n",6948943,0,0,"east_midland"
"n",6949121,0,0,"west_midland"
"n",6949207,0,0,"northern"
"n",6949326,0,0,"kentish"
"n",6949407,0,0,"west_saxon southwestern"
"n",6949506,0,0,"modern_english"
"n",6949591,0,0,"old_english anglo-saxon"
"n",6949762,0,0,"west_saxon"
"n",6949852,0.125,0,"anglian"
"n",6949946,0.125,0,"kentish jutish"
"n",6950049,0,0,"oxford_english"
"n",6950209,0,0,"scottish scots_english scots"
"n",6950400,0,0,"scottish_lallans lallans"
"n",6950528,0,0,"high_german german_language german"
"n",6950886,0.125,0,"old_high_german"
"n",6950973,0.25,0,"middle_high_german"
"n",6951067,0,0,"yiddish"
"n",6952115,0,0,"pennsylvania_dutch"
"n",6952249,0,0,"plattdeutsch low_german"
"n",6952400,0,0.375,"old_saxon"
"n",6952480,0,0.375,"middle_low_german"
"n",6952572,0,0,"dutch"
"n",6952705,0,0,"flemish_dialect flemish"
"n",6952861,0,0,"taal south_african_dutch afrikaans"
"n",6953054,0,0,"proto-norse"
"n",6953167,0,0,"old_norse"
"n",6953332,0,0,"old_icelandic"
"n",6953471,0,0,"edda"
"n",6953731,0,0,"scandinavian_language scandinavian north_germanic_language north_germanic norse nordic"
"n",6954048,0,0,"danish"
"n",6954183,0,0,"icelandic"
"n",6954303,0,0,"norwegian"
"n",6954461,0,0,"dano-norwegian bokmal bokmaal"
"n",6954640,0,0,"riksmal riksmaal"
"n",6954768,0,0,"nynorsk new_norwegian landsmal landsmaal"
"n",6954925,0,0,"swedish"
"n",6955087,0,0,"faroese faeroese"
"n",6955242,0,0,"frisian"
